pe,P_proxy_W,T_proxy_K
0,0.3,325.8136624481894
1,2.5,325.64188195802694
2,2.5,326.1810000655434
3,2.5,326.8253290943511
4,2.5,326.87487785680867
5,0.3,325.8824266828969
6,0.3,325.9221705059979
7,2.5,327.0254186303503
8,2.5,327.0343092808081
9,2.5,326.5945656673369
10,2.5,326.0696326831696
11,0.3,326.3521113141978
12,0.3,325.6588072249465
13,0.3,325.769160479119
14,2.5,326.24327459359495
15,2.5,326.45216718950167
