pe,P_proxy_W,T_proxy_K
0,2.5,326.24005774776134
1,2.5,326.10215237278686
2,0.3,326.0217000194196
3,2.5,326.0835586156749
4,0.3,326.30866464026127
5,2.5,326.2470129884035
6,2.5,326.0744248962208
7,0.3,325.9207185308967
8,2.5,326.4537848197644
9,2.5,326.80753062636046
10,2.5,326.3071144598657
11,0.3,325.2377458494098
12,0.3,325.9308650167364
13,2.5,325.75844748793844
14,2.5,325.8169664695222
15,0.3,325.35717776399747
