benchmark,run_type,configured_generations,n,seeds,converged_count,cost_delta_pct_mean,cost_delta_pct_std,tmax_delta_C_mean,tmax_delta_C_std,sigma_delta_pct_mean,sigma_delta_pct_std,makespan_delta_pct_mean,makespan_delta_pct_std,comm_delta_pct_mean,comm_delta_pct_std,pe_optical_energy_delta_pct_mean,pe_optical_energy_delta_pct_std,cost_b2_mean,cost_b2_std,tmax_b2_C_mean,tmax_b2_C_std,sigma_b2_K_mean,sigma_b2_K_std,makespan_b2_us_mean,makespan_b2_us_std,comm_b2_mean,comm_b2_std,pe_optical_energy_b2_mJ_mean,pe_optical_energy_b2_mJ_std,elapsed_min_mean,elapsed_min_std
GEMM,base,60,3,"40,41,44",2,-36.576479417795966,0.5909686170076266,-1.7344635687433652,0.11705968799304352,-37.502136701625,1.6522671794872945,-3.058234015752389,0.0775539357158105,-38.888888888888886,4.081698038168885,-3.4877720912417773,0.04523349773816112,3.8054112349322424,0.035458117020457564,53.199753787036684,0.11705968799304352,1.3396267878262849,0.0354159527617788,116.72273333333334,0.09337881629862275,63829.333333333336,4263.25196690664,1.5160850066817204,0.0007105610263751555,0.9449586638870339,0.3903833779125102
HNN,base,60,3,"40,41,44",3,-14.96356209334796,1.0854102813314148,0.05984222995668157,0.38640549909047567,-28.94275741185214,3.8744003978564363,11.921516253663711,12.766238544520624,-25.621890547263686,4.356786041825122,-3.0948672984591843,0.6132666271360454,5.1021862743991235,0.065124616879885,55.72741847157668,0.38640549909047567,1.7440092416177098,0.09509220810541279,227.39936666666665,25.938127510353034,1632938.6666666667,95651.32056241218,4.507364922100283,0.028524974952166073,1.5856275116662597,0.4993351858038415
MPEG4,base,60,3,"40,41,44",3,-30.71669395202879,1.2698582081838778,-2.453756049200005,0.08444245794063016,-18.323079101259637,1.4650805798162407,-0.1930314789586348,0.36630121475276667,-17.77777777777778,12.059314230617506,-0.35761539985338375,0.24598897536822073,4.156998362878273,0.07619149249103258,51.99288269760003,0.08444245794063016,1.062113427252294,0.019051670149987276,121.83426666666666,0.44714352654748807,345333.3333333333,50649.11976859354,1.1288290816738282,0.0027867609780826523,0.9880489988821662,0.34916344468829585
VOPD,base,60,3,"40,41,44",3,-10.849278926156014,1.3742119574669225,-0.16591879661331177,0.5273908760771101,-7.755508690569668,4.986634513382436,-1.1949684830560618,0.7079339808212654,-15.902578796561603,3.5209758531359614,-0.9455744206444239,0.4671121423876468,4.457536053692199,0.06871059787334612,52.05680041599669,0.5273908760771101,0.9105398309875244,0.049222769647899976,88.2654,0.6324179551530795,1174000.0,49152.82290977803,0.7436397308735837,0.003506790795274974,9.922039554444039,3.31150156224913
