sample_id,sample_seed,valid_for_cost,failure_reason,mapping_csv,TR2_composite_cost,T1_pe_peak_temp_K,T3_temp_std_K,T5_over_throttle_count,P1_makespan_s,P3_dvfs_penalty_pct,C1_total_comm_cost,raw_congestion_cost,raw_load_imbalance,E7_pe_optical_comm_energy_J,run_ok,temperature_source,parsed_pe_count,assignment
1822,1822,True,,gemm\random\mappings\sample_1822_seed_1822.csv,4.884342516293714,327.84913207769,1.7302521724814968,1,0.0001187046,0.183126796875,77824.0,20480.0,1.6312239634993058,0.0015359978027746873,True,vec,16,"{""1"": 11, ""2"": 7, ""3"": 2, ""4"": 6, ""5"": 11, ""6"": 10, ""7"": 8, ""8"": 0, ""9"": 7, ""10"": 6}"
1823,1823,True,,gemm\random\mappings\sample_1823_seed_1823.csv,5.050181082790668,326.44387710302,1.4420882607855465,0,0.0001464207,0.0,112640.0,26624.0,1.3392184090458243,0.0016762471459865556,True,vec,16,"{""1"": 8, ""2"": 10, ""3"": 0, ""4"": 6, ""5"": 11, ""6"": 2, ""7"": 7, ""8"": 4, ""9"": 4, ""10"": 4}"
1824,1824,True,,gemm\random\mappings\sample_1824_seed_1824.csv,6.2256222988783385,328.01712708731,1.5902691812171799,2,0.0001676926,0.32244809375,146432.0,32768.0,1.8216623685776632,0.0018034325742999511,True,vec,16,"{""1"": 7, ""2"": 0, ""3"": 13, ""4"": 1, ""5"": 1, ""6"": 10, ""7"": 2, ""8"": 0, ""9"": 4, ""10"": 8}"
1825,1825,True,,gemm\random\mappings\sample_1825_seed_1825.csv,5.792333297330139,326.86863683878,1.3758231436030894,0,0.0001665507,0.0,96256.0,38912.0,2.151755604046816,0.0017831419451278566,True,vec,16,"{""1"": 0, ""2"": 9, ""3"": 5, ""4"": 2, ""5"": 2, ""6"": 13, ""7"": 8, ""8"": 0, ""9"": 0, ""10"": 5}"
1826,1826,True,,gemm\random\mappings\sample_1826_seed_1826.csv,6.6018230768252995,326.47192982734,1.3388478290738588,0,0.0002165026,0.0,174080.0,32768.0,2.964292799047808,0.0020505505955952766,True,vec,16,"{""1"": 4, ""2"": 15, ""3"": 15, ""4"": 9, ""5"": 15, ""6"": 0, ""7"": 2, ""8"": 5, ""9"": 13, ""10"": 9}"
1827,1827,True,,gemm\random\mappings\sample_1827_seed_1827.csv,4.89024201621149,327.62738571806,1.5688478594700839,1,0.0001177427,0.19430458333333125,82944.0,26624.0,1.1868676849831383,0.0015257147925834096,True,vec,16,"{""1"": 8, ""2"": 6, ""3"": 9, ""4"": 10, ""5"": 4, ""6"": 0, ""7"": 14, ""8"": 12, ""9"": 4, ""10"": 5}"
1828,1828,True,,gemm\random\mappings\sample_1828_seed_1828.csv,6.333904680215084,328.95521469836,1.840368721265541,1,0.0001720866,0.26547384615384373,118784.0,26624.0,2.989684586391589,0.0018309025946285989,True,vec,16,"{""1"": 1, ""2"": 0, ""3"": 12, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 8, ""8"": 12, ""9"": 9, ""10"": 13}"
1829,1829,True,,gemm\random\mappings\sample_1829_seed_1829.csv,5.443124817266049,326.07543334701,1.2255045091710155,0,0.0001665547,0.0,105472.0,29696.0,2.3929775838127356,0.0017811630045314459,True,vec,16,"{""1"": 11, ""2"": 5, ""3"": 5, ""4"": 8, ""5"": 11, ""6"": 5, ""7"": 10, ""8"": 3, ""9"": 13, ""10"": 15}"
1830,1830,True,,gemm\random\mappings\sample_1830_seed_1830.csv,6.1471208701741045,329.28917372767,1.8550234766691278,3,0.0001244027,1.1264786875,120832.0,33792.0,1.6439198571711962,0.001586550526504884,True,vec,16,"{""1"": 15, ""2"": 12, ""3"": 13, ""4"": 10, ""5"": 8, ""6"": 13, ""7"": 10, ""8"": 3, ""9"": 1, ""10"": 15}"
1831,1831,True,,gemm\random\mappings\sample_1831_seed_1831.csv,4.579004973347423,327.33730681495,1.5773433354744086,1,0.0001168087,0.07686833333333125,76800.0,19456.0,1.1741717913112477,0.0015191876657502919,True,vec,16,"{""1"": 1, ""2"": 3, ""3"": 10, ""4"": 0, ""5"": 5, ""6"": 6, ""7"": 9, ""8"": 2, ""9"": 1, ""10"": 10}"
1832,1832,True,,gemm\random\mappings\sample_1832_seed_1832.csv,5.261450175187941,327.78046832242,1.635518080221242,2,0.0001179268,0.29054052083333126,143360.0,24576.0,1.3392184090458243,0.0015289693570590208,True,vec,16,"{""1"": 15, ""2"": 4, ""3"": 11, ""4"": 8, ""5"": 5, ""6"": 7, ""7"": 4, ""8"": 0, ""9"": 9, ""10"": 9}"
