# B-2 GA remapped (gen=60, converged=False)
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:7, 2:5, 3:3, 4:14
1, 7, 20000, 8192, 5:12, 6:10
2, 5, 20000, 8192, 7:1, 8:15
3, 3, 20000, 8192, 9:0, 10:14
4, 14, 20000, 8192, 11:3, 12:8
5, 12, 30000, 16384, 13:4, 14:13
6, 10, 30000, 16384, 15:6, 16:9
7, 1, 30000, 16384, 17:3, 18:5
8, 15, 30000, 16384, 19:9, 20:13
9, 0, 30000, 16384, 21:4, 22:3
10, 14, 30000, 16384, 23:6, 24:11
11, 3, 30000, 16384, 25:2, 26:15
12, 8, 30000, 16384, 27:5, 28:15
13, 4, 50000, 32768, 29:4
14, 13, 50000, 32768, 29:4
15, 6, 50000, 32768, 30:7
16, 9, 50000, 32768, 30:7
17, 3, 50000, 32768, 31:2
18, 5, 50000, 32768, 31:2
19, 9, 50000, 32768, 32:9
20, 13, 50000, 32768, 32:9
21, 4, 50000, 32768, 29:4
22, 3, 50000, 32768, 30:7
23, 6, 50000, 32768, 31:2
24, 11, 50000, 32768, 32:9
25, 2, 50000, 32768, 31:2
26, 15, 50000, 32768, 32:9
27, 5, 50000, 32768, 29:4
28, 15, 50000, 32768, 30:7
29, 4, 30000, 8192, -1:-1
30, 7, 30000, 8192, -1:-1
31, 2, 30000, 8192, -1:-1
32, 9, 30000, 8192, -1:-1
