benchmark,run_type,configured_generations,n,seeds,converged_count,cost_delta_pct_mean,cost_delta_pct_std,tmax_delta_C_mean,tmax_delta_C_std,sigma_delta_pct_mean,sigma_delta_pct_std,makespan_delta_pct_mean,makespan_delta_pct_std,comm_delta_pct_mean,comm_delta_pct_std,pe_optical_energy_delta_pct_mean,pe_optical_energy_delta_pct_std,cost_b2_mean,cost_b2_std,tmax_b2_C_mean,tmax_b2_C_std,sigma_b2_K_mean,sigma_b2_K_std,makespan_b2_us_mean,makespan_b2_us_std,comm_b2_mean,comm_b2_std,pe_optical_energy_b2_mJ_mean,pe_optical_energy_b2_mJ_std,elapsed_min_mean,elapsed_min_std
GEMM,base,60,10,"40,41,42,43,44,45,46,47,48,49",10,-92.1592934694539,4.170067249268398,-2.615474720250023,0.9171731591115332,-52.669139821160314,4.754069160043458,155.67246376811593,20.959637282638795,-91.9607843137255,4.640062574980091,61.502580835312756,8.612340957325404,0.08624777183600713,0.04587073974195239,52.31874263553003,0.9171731591115332,1.0145256948021555,0.10190233812583177,307.84243,25.23645127016124,8396.8,4846.452558315205,2.537001234458091,0.13528898131101003,1.2392309055011719,0.22107940876442445
HNN,base,60,10,"40,41,42,43,44,45,46,47,48,49",5,-51.79850746268657,6.40944042985184,2.0763641587280177,1.077614051304634,-24.494615677962216,8.665837513157355,45.442235946126424,24.478063237996682,-55.82089552238806,6.259074252218913,8.29758016459083,4.875202881560043,0.5302164179104478,0.07050384472837026,57.743940400348016,1.077614051304634,1.853183197844705,0.2126919108992376,295.5059353,49.73392305489652,969932.8,137415.22121479522,5.037263768944394,0.2267611409619024,1.7863180594999963,0.4243786161624424
MPEG4,base,60,10,"40,41,42,43,44,45,46,47,48,49",9,-79.43368752459662,5.929604759385095,-1.3629059309220168,1.0927904079644541,-9.252756703984817,7.435014509898234,20.93481685493313,13.313721253643306,-79.23809523809524,11.444433436799846,12.014210575340176,7.670683428398513,0.22622943722943722,0.06522565235323605,53.083732815878015,1.0927904079644541,1.1800624280428145,0.096683722352471,147.62501,16.25204622060113,87200.0,48066.620434559365,1.2689870777941419,0.08689967191207708,0.9614789441631486,0.2668025846941434
VOPD,base,60,10,"40,41,42,43,44,45,46,47,48,49",10,-76.75233712482996,4.212005357603007,0.30783493283001917,0.8023858396397202,7.931511147093764,9.429905979114224,13.18516470415715,3.0743500318434958,-81.34670487106017,9.338805919639041,7.9741902522259345,1.915248783179993,0.2557242916268704,0.04633205893363308,52.53055414544002,0.8023858396397202,1.065385461213508,0.09308203530169089,101.11158999999999,2.7464060395967183,260400.0,130369.73063816104,0.8106038403719023,0.014378510413337507,11.976204673334335,3.15190772769191
