seed,workload,preset,iterations,converged,valid,validity_notes,original_TR2_composite_cost,thermal_sa_tas_TR2_composite_cost,TR2_composite_cost_delta,TR2_composite_cost_relative_change_pct,original_T_max_C,thermal_sa_tas_T_max_C,T_max_C_delta,T_max_C_relative_change_pct,original_sigma_T_K,thermal_sa_tas_sigma_T_K,sigma_T_K_delta,sigma_T_K_relative_change_pct,original_N_hot,thermal_sa_tas_N_hot,N_hot_delta,N_hot_relative_change_pct,original_makespan_us,thermal_sa_tas_makespan_us,makespan_us_delta,makespan_us_relative_change_pct,original_DVFS_penalty_pct,thermal_sa_tas_DVFS_penalty_pct,DVFS_penalty_pct_delta,DVFS_penalty_pct_relative_change_pct,original_comm_cost,thermal_sa_tas_comm_cost,comm_cost_delta,comm_cost_relative_change_pct,original_congestion_proxy,thermal_sa_tas_congestion_proxy,congestion_proxy_delta,congestion_proxy_relative_change_pct,original_load_imbalance,thermal_sa_tas_load_imbalance,load_imbalance_delta,load_imbalance_relative_change_pct,original_total_PE_optical_energy_mJ,thermal_sa_tas_total_PE_optical_energy_mJ,total_PE_optical_energy_mJ_delta,total_PE_optical_energy_mJ_relative_change_pct,history_rows,history_best_field,history_all_best_inf,history_inf_count
42,VOPD,vopd_steady_sigma,7000,True,True,,5.0,4.495672639161093,-0.5043273608389072,-10.086547216778143,52.22271921261,52.145035321130024,-0.07768389147997823,-0.1487549722635282,0.9870939912641029,0.9146805764034436,-0.07241341486065933,-7.3360202272049575,0.0,0.0,0.0,,89.3329,90.6447,1.3118000000000052,1.4684399588505526,0.0,0.0,0.0,,1396000.0,902000.0,-494000.0,-35.38681948424069,252000.0,144000.0,-108000.0,-42.857142857142854,0.35802469135802467,0.35802469135802467,0.0,0.0,0.7507385223064373,0.7563155048332689,0.0055769825268315865,0.7428661725920024,7000,best_score,False,0
42,HNN,hnn_dynamic_score,12000,True,True,,6.000000000000001,5.800742571998024,-0.1992574280019772,-3.320957133366286,55.66757624162,57.09582425238,1.4282480107600009,2.565673067138439,2.454372247071413,1.733051761581424,-0.7213204854899888,-29.38920476919006,16.0,12.0,-4.0,-25.0,203.177525,221.4346,18.257074999999986,8.985774878397592,11.14198573637825,7.743853357954525,-3.3981323784237256,-30.498444880690567,2195456.0,1916928.0,-278528.0,-12.686567164179104,163840.0,221184.0,57344.0,35.0,0.3028095733610822,0.19458896982310095,-0.10822060353798127,-35.738831615120276,4.651317011228462,4.671189283473434,0.01987227224497179,0.4272396871036599,12000,best_score,False,0
43,GEMM,v2_dynamic_thermal,4055,True,True,,6.000000000000001,5.673327095517712,-0.3266729044822885,-5.44454840803814,54.93421735578005,54.36354211567004,-0.5706752401100061,-1.0388338408719697,2.1434761400252804,1.415187932047697,-0.7282882079775834,-33.97696827028799,6.0,1.0,-5.0,-83.33333333333334,120.405,166.7288,46.323800000000006,38.473319214318344,1.8350526805555563,0.10809375,-1.7269589305555562,-94.10950153391373,104448.0,114688.0,10240.0,9.803921568627452,22528.0,20480.0,-2048.0,-9.090909090909092,0.9202539178734378,2.9515969053759177,2.0313429875024798,220.73722785082995,1.5708734939939561,1.7852870144087627,0.21441352041480655,13.649318117250726,4055,best_score,False,0
43,MPEG4,v2_dynamic_thermal,4699,True,True,,6.000000000000001,5.107920264387843,-0.8920797356121577,-14.86799559353596,54.44663874680003,54.168001990280004,-0.2786367565200294,-0.5117611719169819,1.3003837749577485,1.2348854213499003,-0.06549835360784817,-5.036847957440589,2.0,1.0,-1.0,-50.0,122.06989999999999,122.0218,-0.04809999999999093,-0.039403653152817304,0.07168423611111063,0.0056368749999999995,-0.06604736111111063,-92.1365207948051,420000.0,404000.0,-16000.0,-3.8095238095238098,88000.0,72000.0,-16000.0,-18.181818181818183,0.5670623064060744,0.5670623064060744,0.0,0.0,1.1328804365769536,1.1313269309563656,-0.0015535056205879805,-0.13712882405154456,4699,best_score,False,0
43,VOPD,vopd_steady_sigma,7000,True,True,,5.0,4.4712267260623575,-0.5287732739376425,-10.57546547875285,52.22271921261,52.16504637853001,-0.05767283407999457,-0.11043629085110634,0.9870939912641029,0.9336684229959223,-0.05342556826818057,-5.412409430206554,0.0,0.0,0.0,,89.3329,88.43660000000001,-0.8962999999999823,-1.0033257624010665,0.0,0.0,0.0,,1396000.0,874000.0,-522000.0,-37.392550143266476,252000.0,144000.0,-108000.0,-42.857142857142854,0.35802469135802467,0.35802469135802467,0.0,0.0,0.7507385223064373,0.7431498320199539,-0.007588690286483457,-1.0108300108497559,7000,best_score,False,0
43,HNN,hnn_dynamic_score,12000,True,True,,6.000000000000001,5.605087605548738,-0.39491239445126247,-6.581873240854373,55.66757624162,56.780015583220006,1.112439341600009,1.9983613742613264,2.454372247071413,1.8484274355567551,-0.6059448115146577,-24.688382629720433,16.0,14.0,-2.0,-12.5,203.177525,201.0487,-2.128825000000006,-1.0477659869121874,11.14198573637825,8.643453257612151,-2.4985324787660996,-22.424481038496268,2195456.0,2048000.0,-147456.0,-6.7164179104477615,163840.0,155648.0,-8192.0,-5.0,0.3028095733610822,0.29656607700312176,-0.006243496357960454,-2.0618556701030912,4.651317011228462,4.567124777657116,-0.08419223357134609,-1.8100730044437463,12000,best_score,False,0
44,GEMM,v2_dynamic_thermal,2835,True,True,,6.000000000000001,5.324742917416223,-0.6752570825837783,-11.254284709729635,54.93421735578005,54.31666167313,-0.6175556826500497,-1.1241730789581768,2.1434761400252804,1.4402582776183261,-0.7032178624069543,-32.80735667058372,6.0,1.0,-5.0,-83.33333333333334,120.405,166.7449,46.3399,38.486690752045185,1.8350526805555563,0.12066225,-1.7143904305555562,-93.4245893167781,104448.0,129024.0,24576.0,23.52941176470588,22528.0,16384.0,-6144.0,-27.27272727272727,0.9202539178734378,1.6312239634993058,0.710970045625868,77.25802974779047,1.5708734939939561,1.7880135761868365,0.2171400821928804,13.822887904283132,2835,best_score,False,0
44,MPEG4,v2_dynamic_thermal,4192,True,True,,6.000000000000001,4.665131664017669,-1.334868335982332,-22.24780559970553,54.44663874680003,52.77423413935003,-1.6724046074500052,-3.071639766831881,1.3003837749577485,1.2721946706009017,-0.02818910435684674,-2.167752697296046,2.0,0.0,-2.0,-100.0,122.06989999999999,122.0437,-0.026199999999988677,-0.021463112528140583,0.07168423611111063,0.0,-0.07168423611111063,-100.0,420000.0,420000.0,0.0,0.0,88000.0,64000.0,-24000.0,-27.27272727272727,0.5670623064060744,0.7249527151119761,0.15789040870590176,27.843573258568195,1.1328804365769536,1.1313526232230064,-0.0015278133539471384,-0.1348609530731673,4192,best_score,False,0
44,VOPD,vopd_steady_sigma,7000,True,True,,5.0,4.560160380328002,-0.43983961967199825,-8.796792393439965,52.22271921261,52.423207530970046,0.2004883183600441,0.3839101475045999,0.9870939912641029,0.9632295050306654,-0.02386448623343751,-2.4176508462862705,0.0,0.0,0.0,,89.3329,88.53659999999999,-0.7963000000000022,-0.8913849208970068,0.0,0.0,0.0,,1396000.0,812000.0,-584000.0,-41.833810888252145,252000.0,158000.0,-94000.0,-37.301587301587304,0.35802469135802467,0.35802469135802467,0.0,0.0,0.7507385223064373,0.7443149807554051,-0.006423541551032197,-0.8556296713398474,7000,best_score,False,0
44,HNN,hnn_dynamic_score,12000,True,True,,6.000000000000001,5.740239120300122,-0.25976087969987915,-4.329347994997986,55.66757624162,57.72782251301004,2.0602462713900422,3.7009807332867033,2.454372247071413,1.988533466322021,-0.4658387807493918,-18.979956333243106,16.0,14.0,-2.0,-12.5,203.177525,203.183434,0.005909000000002607,0.0029082941137326124,11.14198573637825,8.521343822203825,-2.620641914174426,-23.520420651931985,2195456.0,1859584.0,-335872.0,-15.298507462686567,163840.0,163840.0,0.0,0.0,0.3028095733610822,0.26326742976066597,-0.039542143600416246,-13.058419243986258,4.651317011228462,4.588661128693923,-0.06265588253453913,-1.347056809572114,12000,best_score,False,0
