# Thermal-SA-TAS-Mapping remapped
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:6, 2:1, 3:9, 4:5
1, 6, 20000, 8192, 5:14, 6:4
2, 1, 20000, 8192, 7:1, 8:8
3, 9, 20000, 8192, 9:2, 10:15
4, 5, 20000, 8192, 11:13, 12:3
5, 14, 30000, 16384, 13:5, 14:6
6, 4, 30000, 16384, 15:13, 16:11
7, 1, 30000, 16384, 17:8, 18:13
8, 8, 30000, 16384, 19:10, 20:3
9, 2, 30000, 16384, 21:8, 22:14
10, 15, 30000, 16384, 23:0, 24:2
11, 13, 30000, 16384, 25:6, 26:14
12, 3, 30000, 16384, 27:10, 28:5
13, 5, 50000, 32768, 29:4
14, 6, 50000, 32768, 29:4
15, 13, 50000, 32768, 30:12
16, 11, 50000, 32768, 30:12
17, 8, 50000, 32768, 31:5
18, 13, 50000, 32768, 31:5
19, 10, 50000, 32768, 32:7
20, 3, 50000, 32768, 32:7
21, 8, 50000, 32768, 29:4
22, 14, 50000, 32768, 30:12
23, 0, 50000, 32768, 31:5
24, 2, 50000, 32768, 32:7
25, 6, 50000, 32768, 31:5
26, 14, 50000, 32768, 32:7
27, 10, 50000, 32768, 29:4
28, 5, 50000, 32768, 30:12
29, 4, 30000, 8192, -1:-1
30, 12, 30000, 8192, -1:-1
31, 5, 30000, 8192, -1:-1
32, 7, 30000, 8192, -1:-1
