# Thermal-SA-TAS-Mapping
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:9, 2:1, 3:5, 4:8
1, 9, 20000, 8192, 5:9, 6:13
2, 1, 20000, 8192, 7:9, 8:10
3, 5, 20000, 8192, 9:14, 10:5
4, 8, 20000, 8192, 11:3, 12:5
5, 9, 30000, 16384, 13:6, 14:10
6, 13, 30000, 16384, 15:2, 16:12
7, 9, 30000, 16384, 17:6, 18:10
8, 10, 30000, 16384, 19:7, 20:2
9, 14, 30000, 16384, 21:14, 22:15
10, 5, 30000, 16384, 23:13, 24:4
11, 3, 30000, 16384, 25:1, 26:12
12, 5, 30000, 16384, 27:1, 28:15
13, 6, 50000, 32768, 29:2
14, 10, 50000, 32768, 29:2
15, 2, 50000, 32768, 30:3
16, 12, 50000, 32768, 30:3
17, 6, 50000, 32768, 31:12
18, 10, 50000, 32768, 31:12
19, 7, 50000, 32768, 32:13
20, 2, 50000, 32768, 32:13
21, 14, 50000, 32768, 29:2
22, 15, 50000, 32768, 30:3
23, 13, 50000, 32768, 31:12
24, 4, 50000, 32768, 32:13
25, 1, 50000, 32768, 31:12
26, 12, 50000, 32768, 32:13
27, 1, 50000, 32768, 29:2
28, 15, 50000, 32768, 30:3
29, 2, 30000, 8192, -1:-1
30, 3, 30000, 8192, -1:-1
31, 12, 30000, 8192, -1:-1
32, 13, 30000, 8192, -1:-1
