# TAPP-inspired ThermalGreedy mapping
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:15, 2:8, 3:12, 4:11
1, 15, 20000, 8192, 5:2, 6:14
2, 8, 20000, 8192, 7:5, 8:9
3, 12, 20000, 8192, 9:0, 10:4
4, 11, 20000, 8192, 11:7, 12:3
5, 2, 30000, 16384, 13:1, 14:2
6, 14, 30000, 16384, 15:13, 16:14
7, 5, 30000, 16384, 17:5, 18:6
8, 9, 30000, 16384, 19:9, 20:10
9, 0, 30000, 16384, 21:0, 22:12
10, 4, 30000, 16384, 23:4, 24:8
11, 7, 30000, 16384, 25:7, 26:11
12, 3, 30000, 16384, 27:3, 28:15
13, 1, 50000, 32768, 29:1
14, 2, 50000, 32768, 29:1
15, 13, 50000, 32768, 30:13
16, 14, 50000, 32768, 30:13
17, 5, 50000, 32768, 31:6
18, 6, 50000, 32768, 31:6
19, 9, 50000, 32768, 32:10
20, 10, 50000, 32768, 32:10
21, 0, 50000, 32768, 29:1
22, 12, 50000, 32768, 30:13
23, 4, 50000, 32768, 31:6
24, 8, 50000, 32768, 32:10
25, 7, 50000, 32768, 31:6
26, 11, 50000, 32768, 32:10
27, 3, 50000, 32768, 29:1
28, 15, 50000, 32768, 30:13
29, 1, 30000, 8192, -1:-1
30, 13, 30000, 8192, -1:-1
31, 6, 30000, 8192, -1:-1
32, 10, 30000, 8192, -1:-1
