Time(ns),ComponentType,ComponentID,EventType,Value
4531000.00,PE,0,IDLE,0.62
4532000.00,PE,0,IDLE,0.62
4533000.00,PE,0,IDLE,0.62
4534000.00,PE,0,IDLE,0.62
4535000.00,PE,0,IDLE,0.62
4536000.00,PE,0,IDLE,0.62
4537000.00,PE,0,IDLE,0.62
4538000.00,PE,0,IDLE,0.62
4539000.00,PE,0,IDLE,0.62
4540000.00,PE,0,IDLE,0.62
4541000.00,PE,0,IDLE,0.62
4542000.00,PE,0,IDLE,0.62
4543000.00,PE,0,IDLE,0.62
4544000.00,PE,0,IDLE,0.62
4545000.00,PE,0,IDLE,0.62
4546000.00,PE,0,IDLE,0.62
4547000.00,PE,0,IDLE,0.62
4548000.00,PE,0,IDLE,0.62
4549000.00,PE,0,IDLE,0.62
4550000.00,PE,0,IDLE,0.62
4551000.00,PE,0,IDLE,0.62
4552000.00,PE,0,IDLE,0.62
4553000.00,PE,0,IDLE,0.62
4554000.00,PE,0,IDLE,0.62
4555000.00,PE,0,IDLE,0.62
4556000.00,PE,0,IDLE,0.62
4557000.00,PE,0,IDLE,0.62
4558000.00,PE,0,IDLE,0.62
4559000.00,PE,0,IDLE,0.62
4560000.00,PE,0,IDLE,0.62
4561000.00,PE,0,IDLE,0.62
4562000.00,PE,0,IDLE,0.62
4563000.00,PE,0,IDLE,0.62
4564000.00,PE,0,IDLE,0.62
4565000.00,PE,0,IDLE,0.62
4566000.00,PE,0,IDLE,0.62
4567000.00,PE,0,IDLE,0.62
4568000.00,PE,0,IDLE,0.62
4569000.00,PE,0,IDLE,0.62
4570000.00,PE,0,IDLE,0.62
4571000.00,PE,0,IDLE,0.62
4572000.00,PE,0,IDLE,0.62
4573000.00,PE,0,IDLE,0.62
4574000.00,PE,0,IDLE,0.62
4575000.00,PE,0,IDLE,0.62
4576000.00,PE,0,IDLE,0.62
4577000.00,PE,0,IDLE,0.62
4578000.00,PE,0,IDLE,0.62
4579000.00,PE,0,IDLE,0.62
4580000.00,PE,0,IDLE,0.62
4581000.00,PE,0,IDLE,0.62
4582000.00,PE,0,IDLE,0.62
4583000.00,PE,0,IDLE,0.62
4584000.00,PE,0,IDLE,0.62
4585000.00,PE,0,IDLE,0.62
4586000.00,PE,0,IDLE,0.62
4587000.00,PE,0,IDLE,0.62
4588000.00,PE,0,IDLE,0.62
4589000.00,PE,0,IDLE,0.62
4590000.00,PE,0,IDLE,0.62
4591000.00,PE,0,IDLE,0.62
4592000.00,PE,0,IDLE,0.62
4593000.00,PE,0,IDLE,0.62
4594000.00,PE,0,IDLE,0.62
4595000.00,PE,0,IDLE,0.62
4596000.00,PE,0,IDLE,0.62
4597000.00,PE,0,IDLE,0.62
4598000.00,PE,0,IDLE,0.62
4599000.00,PE,0,IDLE,0.62
4600000.00,PE,0,IDLE,0.62
4601000.00,PE,0,IDLE,0.62
4602000.00,PE,0,IDLE,0.62
4603000.00,PE,0,IDLE,0.62
4604000.00,PE,0,IDLE,0.62
4605000.00,PE,0,IDLE,0.62
4606000.00,PE,0,IDLE,0.62
4607000.00,PE,0,IDLE,0.62
4608000.00,PE,0,IDLE,0.62
4609000.00,PE,0,IDLE,0.62
4610000.00,PE,0,IDLE,0.62
4611000.00,PE,0,IDLE,0.62
4612000.00,PE,0,IDLE,0.62
4613000.00,PE,0,IDLE,0.62
4614000.00,PE,0,IDLE,0.62
4615000.00,PE,0,IDLE,0.62
4616000.00,PE,0,IDLE,0.62
4617000.00,PE,0,IDLE,0.62
4618000.00,PE,0,IDLE,0.62
4619000.00,PE,0,IDLE,0.62
4620000.00,PE,0,IDLE,0.62
4621000.00,PE,0,IDLE,0.62
4622000.00,PE,0,IDLE,0.62
4623000.00,PE,0,IDLE,0.62
4624000.00,PE,0,IDLE,0.62
4625000.00,PE,0,IDLE,0.62
4626000.00,PE,0,IDLE,0.62
4627000.00,PE,0,IDLE,0.62
4628000.00,PE,0,IDLE,0.62
4629000.00,PE,0,IDLE,0.62
4630000.00,PE,0,IDLE,0.62
4631000.00,PE,0,IDLE,0.62
4632000.00,PE,0,IDLE,0.62
4633000.00,PE,0,IDLE,0.62
4634000.00,PE,0,IDLE,0.62
4635000.00,PE,0,IDLE,0.62
4636000.00,PE,0,IDLE,0.62
4637000.00,PE,0,IDLE,0.62
4638000.00,PE,0,IDLE,0.62
4639000.00,PE,0,IDLE,0.62
4640000.00,PE,0,IDLE,0.62
4641000.00,PE,0,IDLE,0.62
4642000.00,PE,0,IDLE,0.62
4643000.00,PE,0,IDLE,0.62
4644000.00,PE,0,IDLE,0.62
4645000.00,PE,0,IDLE,0.62
4646000.00,PE,0,IDLE,0.62
4647000.00,PE,0,IDLE,0.62
4648000.00,PE,0,IDLE,0.62
4649000.00,PE,0,IDLE,0.62
4650000.00,PE,0,IDLE,0.62
4651000.00,PE,0,IDLE,0.62
4652000.00,PE,0,IDLE,0.62
4653000.00,PE,0,IDLE,0.62
4654000.00,PE,0,IDLE,0.62
4655000.00,PE,0,IDLE,0.62
4656000.00,PE,0,IDLE,0.62
4657000.00,PE,0,IDLE,0.62
4658000.00,PE,0,IDLE,0.62
4659000.00,PE,0,IDLE,0.62
4660000.00,PE,0,IDLE,0.62
4661000.00,PE,0,IDLE,0.62
4662000.00,PE,0,IDLE,0.62
4663000.00,PE,0,IDLE,0.62
4664000.00,PE,0,IDLE,0.62
4665000.00,PE,0,IDLE,0.62
4666000.00,PE,0,IDLE,0.62
4667000.00,PE,0,IDLE,0.62
4668000.00,PE,0,IDLE,0.62
4669000.00,PE,0,IDLE,0.62
4670000.00,PE,0,IDLE,0.62
4671000.00,PE,0,IDLE,0.62
4672000.00,PE,0,IDLE,0.62
4673000.00,PE,0,IDLE,0.62
4674000.00,PE,0,IDLE,0.62
4675000.00,PE,0,IDLE,0.62
4676000.00,PE,0,IDLE,0.62
4677000.00,PE,0,IDLE,0.62
4678000.00,PE,0,IDLE,0.62
4679000.00,PE,0,IDLE,0.62
4680000.00,PE,0,IDLE,0.62
4681000.00,PE,0,IDLE,0.62
4682000.00,PE,0,IDLE,0.62
4683000.00,PE,0,IDLE,0.62
4684000.00,PE,0,IDLE,0.62
4685000.00,PE,0,IDLE,0.62
4686000.00,PE,0,IDLE,0.62
4687000.00,PE,0,IDLE,0.62
4688000.00,PE,0,IDLE,0.62
4689000.00,PE,0,IDLE,0.62
4690000.00,PE,0,IDLE,0.62
4691000.00,PE,0,IDLE,0.62
4692000.00,PE,0,IDLE,0.62
4693000.00,PE,0,IDLE,0.62
4694000.00,PE,0,IDLE,0.62
4695000.00,PE,0,IDLE,0.62
4696000.00,PE,0,IDLE,0.62
4697000.00,PE,0,IDLE,0.62
4698000.00,PE,0,IDLE,0.62
4699000.00,PE,0,IDLE,0.62
4700000.00,PE,0,IDLE,0.62
4701000.00,PE,0,IDLE,0.62
4702000.00,PE,0,IDLE,0.62
4703000.00,PE,0,IDLE,0.62
4704000.00,PE,0,IDLE,0.62
4705000.00,PE,0,IDLE,0.62
4706000.00,PE,0,IDLE,0.62
4707000.00,PE,0,IDLE,0.62
4708000.00,PE,0,IDLE,0.62
4709000.00,PE,0,IDLE,0.62
4710000.00,PE,0,IDLE,0.62
4711000.00,PE,0,IDLE,0.62
4712000.00,PE,0,IDLE,0.62
4713000.00,PE,0,IDLE,0.62
4714000.00,PE,0,IDLE,0.62
4715000.00,PE,0,IDLE,0.62
4716000.00,PE,0,IDLE,0.62
4717000.00,PE,0,IDLE,0.62
4718000.00,PE,0,IDLE,0.62
4719000.00,PE,0,IDLE,0.62
4720000.00,PE,0,IDLE,0.62
4721000.00,PE,0,IDLE,0.62
4722000.00,PE,0,IDLE,0.62
4723000.00,PE,0,IDLE,0.62
4724000.00,PE,0,IDLE,0.62
4725000.00,PE,0,IDLE,0.62
4726000.00,PE,0,IDLE,0.62
4727000.00,PE,0,IDLE,0.62
4728000.00,PE,0,IDLE,0.62
4729000.00,PE,0,IDLE,0.62
4730000.00,PE,0,IDLE,0.62
4731000.00,PE,0,IDLE,0.62
4732000.00,PE,0,IDLE,0.62
4733000.00,PE,0,IDLE,0.62
4734000.00,PE,0,IDLE,0.62
4735000.00,PE,0,IDLE,0.62
4736000.00,PE,0,IDLE,0.62
4737000.00,PE,0,IDLE,0.62
4738000.00,PE,0,IDLE,0.62
4739000.00,PE,0,IDLE,0.62
4740000.00,PE,0,IDLE,0.62
4741000.00,PE,0,IDLE,0.62
4742000.00,PE,0,IDLE,0.62
4743000.00,PE,0,IDLE,0.62
4744000.00,PE,0,IDLE,0.62
4745000.00,PE,0,IDLE,0.62
4746000.00,PE,0,IDLE,0.62
4747000.00,PE,0,IDLE,0.62
4748000.00,PE,0,IDLE,0.62
4749000.00,PE,0,IDLE,0.62
4750000.00,PE,0,IDLE,0.62
4751000.00,PE,0,IDLE,0.62
4752000.00,PE,0,IDLE,0.62
4753000.00,PE,0,IDLE,0.62
4754000.00,PE,0,IDLE,0.62
4755000.00,PE,0,IDLE,0.62
4756000.00,PE,0,IDLE,0.62
4757000.00,PE,0,IDLE,0.62
4758000.00,PE,0,IDLE,0.62
4759000.00,PE,0,IDLE,0.62
4760000.00,PE,0,IDLE,0.62
4761000.00,PE,0,IDLE,0.62
4762000.00,PE,0,IDLE,0.62
4763000.00,PE,0,IDLE,0.62
4764000.00,PE,0,IDLE,0.62
4765000.00,PE,0,IDLE,0.62
4766000.00,PE,0,IDLE,0.62
4767000.00,PE,0,IDLE,0.62
4768000.00,PE,0,IDLE,0.62
4769000.00,PE,0,IDLE,0.62
4770000.00,PE,0,IDLE,0.62
4771000.00,PE,0,IDLE,0.62
4772000.00,PE,0,IDLE,0.62
4773000.00,PE,0,IDLE,0.62
4774000.00,PE,0,IDLE,0.62
4775000.00,PE,0,IDLE,0.62
4776000.00,PE,0,IDLE,0.62
4777000.00,PE,0,IDLE,0.62
4778000.00,PE,0,IDLE,0.62
4779000.00,PE,0,IDLE,0.62
4780000.00,PE,0,IDLE,0.62
4781000.00,PE,0,IDLE,0.62
4782000.00,PE,0,IDLE,0.62
4783000.00,PE,0,IDLE,0.62
4784000.00,PE,0,IDLE,0.62
4785000.00,PE,0,IDLE,0.62
4786000.00,PE,0,IDLE,0.62
4787000.00,PE,0,IDLE,0.62
4788000.00,PE,0,IDLE,0.62
4789000.00,PE,0,IDLE,0.62
4790000.00,PE,0,IDLE,0.62
4791000.00,PE,0,IDLE,0.62
4792000.00,PE,0,IDLE,0.62
4793000.00,PE,0,IDLE,0.62
4794000.00,PE,0,IDLE,0.62
4795000.00,PE,0,IDLE,0.62
4796000.00,PE,0,IDLE,0.62
4797000.00,PE,0,IDLE,0.62
4798000.00,PE,0,IDLE,0.62
4799000.00,PE,0,IDLE,0.62
4800000.00,PE,0,IDLE,0.62
4801000.00,PE,0,IDLE,0.62
4802000.00,PE,0,IDLE,0.62
4803000.00,PE,0,IDLE,0.62
4804000.00,PE,0,IDLE,0.62
4805000.00,PE,0,IDLE,0.62
4806000.00,PE,0,IDLE,0.62
4807000.00,PE,0,IDLE,0.62
4808000.00,PE,0,IDLE,0.62
4809000.00,PE,0,IDLE,0.62
4810000.00,PE,0,IDLE,0.62
4811000.00,PE,0,IDLE,0.62
4812000.00,PE,0,IDLE,0.62
4813000.00,PE,0,IDLE,0.62
4814000.00,PE,0,IDLE,0.62
4815000.00,PE,0,IDLE,0.62
4816000.00,PE,0,IDLE,0.62
4817000.00,PE,0,IDLE,0.62
4818000.00,PE,0,IDLE,0.62
4819000.00,PE,0,IDLE,0.62
4820000.00,PE,0,IDLE,0.62
4821000.00,PE,0,IDLE,0.62
4822000.00,PE,0,IDLE,0.62
4823000.00,PE,0,IDLE,0.62
4824000.00,PE,0,IDLE,0.62
4825000.00,PE,0,IDLE,0.62
4826000.00,PE,0,IDLE,0.62
4827000.00,PE,0,IDLE,0.62
4828000.00,PE,0,IDLE,0.62
4829000.00,PE,0,IDLE,0.62
4830000.00,PE,0,IDLE,0.62
4831000.00,PE,0,IDLE,0.62
4832000.00,PE,0,IDLE,0.62
4833000.00,PE,0,IDLE,0.62
4834000.00,PE,0,IDLE,0.62
4835000.00,PE,0,IDLE,0.62
4836000.00,PE,0,IDLE,0.62
4837000.00,PE,0,IDLE,0.62
4838000.00,PE,0,IDLE,0.62
4839000.00,PE,0,IDLE,0.62
4840000.00,PE,0,IDLE,0.62
4841000.00,PE,0,IDLE,0.62
4842000.00,PE,0,IDLE,0.62
4843000.00,PE,0,IDLE,0.62
4844000.00,PE,0,IDLE,0.62
4845000.00,PE,0,IDLE,0.62
4846000.00,PE,0,IDLE,0.62
4847000.00,PE,0,IDLE,0.62
4848000.00,PE,0,IDLE,0.62
4849000.00,PE,0,IDLE,0.62
4850000.00,PE,0,IDLE,0.62
4851000.00,PE,0,IDLE,0.62
4852000.00,PE,0,IDLE,0.62
4853000.00,PE,0,IDLE,0.62
4854000.00,PE,0,IDLE,0.62
4855000.00,PE,0,IDLE,0.62
4856000.00,PE,0,IDLE,0.62
4857000.00,PE,0,IDLE,0.62
4858000.00,PE,0,IDLE,0.62
4859000.00,PE,0,IDLE,0.62
4860000.00,PE,0,IDLE,0.62
4861000.00,PE,0,IDLE,0.62
4862000.00,PE,0,IDLE,0.62
4863000.00,PE,0,IDLE,0.62
4864000.00,PE,0,IDLE,0.62
4865000.00,PE,0,IDLE,0.62
4866000.00,PE,0,IDLE,0.62
4867000.00,PE,0,IDLE,0.62
4868000.00,PE,0,IDLE,0.62
4869000.00,PE,0,IDLE,0.62
4870000.00,PE,0,IDLE,0.62
4871000.00,PE,0,IDLE,0.62
4872000.00,PE,0,IDLE,0.62
4873000.00,PE,0,IDLE,0.62
4874000.00,PE,0,IDLE,0.62
4875000.00,PE,0,IDLE,0.62
4876000.00,PE,0,IDLE,0.62
4877000.00,PE,0,IDLE,0.62
4878000.00,PE,0,IDLE,0.62
4879000.00,PE,0,IDLE,0.62
4880000.00,PE,0,IDLE,0.62
4881000.00,PE,0,IDLE,0.62
4882000.00,PE,0,IDLE,0.62
4883000.00,PE,0,IDLE,0.62
4884000.00,PE,0,IDLE,0.62
4885000.00,PE,0,IDLE,0.62
4886000.00,PE,0,IDLE,0.62
4887000.00,PE,0,IDLE,0.62
4888000.00,PE,0,IDLE,0.62
4889000.00,PE,0,IDLE,0.62
4890000.00,PE,0,IDLE,0.62
4891000.00,PE,0,IDLE,0.62
4892000.00,PE,0,IDLE,0.62
4893000.00,PE,0,IDLE,0.62
4894000.00,PE,0,IDLE,0.62
4895000.00,PE,0,IDLE,0.62
4896000.00,PE,0,IDLE,0.62
4897000.00,PE,0,IDLE,0.62
4898000.00,PE,0,IDLE,0.62
4899000.00,PE,0,IDLE,0.62
4900000.00,PE,0,IDLE,0.62
4901000.00,PE,0,IDLE,0.62
4902000.00,PE,0,IDLE,0.62
4903000.00,PE,0,IDLE,0.62
4904000.00,PE,0,IDLE,0.62
4905000.00,PE,0,IDLE,0.62
4906000.00,PE,0,IDLE,0.62
4907000.00,PE,0,IDLE,0.62
4908000.00,PE,0,IDLE,0.62
4909000.00,PE,0,IDLE,0.62
4910000.00,PE,0,IDLE,0.62
4911000.00,PE,0,IDLE,0.62
4912000.00,PE,0,IDLE,0.62
4913000.00,PE,0,IDLE,0.62
4914000.00,PE,0,IDLE,0.62
4915000.00,PE,0,IDLE,0.62
4916000.00,PE,0,IDLE,0.62
4917000.00,PE,0,IDLE,0.62
4918000.00,PE,0,IDLE,0.62
4919000.00,PE,0,IDLE,0.62
4920000.00,PE,0,IDLE,0.62
4921000.00,PE,0,IDLE,0.62
4922000.00,PE,0,IDLE,0.62
4923000.00,PE,0,IDLE,0.62
4924000.00,PE,0,IDLE,0.62
4925000.00,PE,0,IDLE,0.62
4926000.00,PE,0,IDLE,0.62
4927000.00,PE,0,IDLE,0.62
4928000.00,PE,0,IDLE,0.62
4929000.00,PE,0,IDLE,0.62
4930000.00,PE,0,IDLE,0.62
4931000.00,PE,0,IDLE,0.62
4932000.00,PE,0,IDLE,0.62
4933000.00,PE,0,IDLE,0.62
4934000.00,PE,0,IDLE,0.62
4935000.00,PE,0,IDLE,0.62
4936000.00,PE,0,IDLE,0.62
4937000.00,PE,0,IDLE,0.62
4938000.00,PE,0,IDLE,0.62
4939000.00,PE,0,IDLE,0.62
4940000.00,PE,0,IDLE,0.62
4941000.00,PE,0,IDLE,0.62
4942000.00,PE,0,IDLE,0.62
4943000.00,PE,0,IDLE,0.62
4944000.00,PE,0,IDLE,0.62
4945000.00,PE,0,IDLE,0.62
4946000.00,PE,0,IDLE,0.62
4947000.00,PE,0,IDLE,0.62
4948000.00,PE,0,IDLE,0.62
4949000.00,PE,0,IDLE,0.62
4950000.00,PE,0,IDLE,0.62
4951000.00,PE,0,IDLE,0.62
4952000.00,PE,0,IDLE,0.62
4953000.00,PE,0,IDLE,0.62
4954000.00,PE,0,IDLE,0.62
4955000.00,PE,0,IDLE,0.62
4956000.00,PE,0,IDLE,0.62
4957000.00,PE,0,IDLE,0.62
4958000.00,PE,0,IDLE,0.62
4959000.00,PE,0,IDLE,0.62
4960000.00,PE,0,IDLE,0.62
4961000.00,PE,0,IDLE,0.62
4962000.00,PE,0,IDLE,0.62
4963000.00,PE,0,IDLE,0.62
4964000.00,PE,0,IDLE,0.62
4965000.00,PE,0,IDLE,0.62
4966000.00,PE,0,IDLE,0.62
4967000.00,PE,0,IDLE,0.62
4968000.00,PE,0,IDLE,0.62
4969000.00,PE,0,IDLE,0.62
4970000.00,PE,0,IDLE,0.62
4971000.00,PE,0,IDLE,0.62
4972000.00,PE,0,IDLE,0.62
4973000.00,PE,0,IDLE,0.62
4974000.00,PE,0,IDLE,0.62
4975000.00,PE,0,IDLE,0.62
4976000.00,PE,0,IDLE,0.62
4977000.00,PE,0,IDLE,0.62
4978000.00,PE,0,IDLE,0.62
4979000.00,PE,0,IDLE,0.62
4980000.00,PE,0,IDLE,0.62
4981000.00,PE,0,IDLE,0.62
4982000.00,PE,0,IDLE,0.62
4983000.00,PE,0,IDLE,0.62
4984000.00,PE,0,IDLE,0.62
4985000.00,PE,0,IDLE,0.62
4986000.00,PE,0,IDLE,0.62
4987000.00,PE,0,IDLE,0.62
4988000.00,PE,0,IDLE,0.62
4989000.00,PE,0,IDLE,0.62
4990000.00,PE,0,IDLE,0.62
4991000.00,PE,0,IDLE,0.62
4992000.00,PE,0,IDLE,0.62
4993000.00,PE,0,IDLE,0.62
4994000.00,PE,0,IDLE,0.62
4995000.00,PE,0,IDLE,0.62
4996000.00,PE,0,IDLE,0.62
4997000.00,PE,0,IDLE,0.62
4998000.00,PE,0,IDLE,0.62
4999000.00,PE,0,IDLE,0.62
5000000.00,PE,0,IDLE,0.62
5001000.00,PE,0,IDLE,0.62
5002000.00,PE,0,IDLE,0.62
5003000.00,PE,0,IDLE,0.62
5004000.00,PE,0,IDLE,0.62
5005000.00,PE,0,IDLE,0.62
5006000.00,PE,0,IDLE,0.62
5007000.00,PE,0,IDLE,0.62
5008000.00,PE,0,IDLE,0.62
5009000.00,PE,0,IDLE,0.62
5010000.00,PE,0,IDLE,0.62
5011000.00,PE,0,IDLE,0.62
5012000.00,PE,0,IDLE,0.62
5013000.00,PE,0,IDLE,0.62
5014000.00,PE,0,IDLE,0.62
5015000.00,PE,0,IDLE,0.62
5016000.00,PE,0,IDLE,0.62
5017000.00,PE,0,IDLE,0.62
5018000.00,PE,0,IDLE,0.62
5019000.00,PE,0,IDLE,0.62
5020000.00,PE,0,IDLE,0.62
5021000.00,PE,0,IDLE,0.62
5022000.00,PE,0,IDLE,0.62
5023000.00,PE,0,IDLE,0.62
5024000.00,PE,0,IDLE,0.62
5025000.00,PE,0,IDLE,0.62
5026000.00,PE,0,IDLE,0.62
5027000.00,PE,0,IDLE,0.62
5028000.00,PE,0,IDLE,0.62
5029000.00,PE,0,IDLE,0.62
5030000.00,PE,0,IDLE,0.62
5031000.00,PE,0,IDLE,0.62
5032000.00,PE,0,IDLE,0.62
5033000.00,PE,0,IDLE,0.62
5034000.00,PE,0,IDLE,0.62
5035000.00,PE,0,IDLE,0.62
5036000.00,PE,0,IDLE,0.62
5037000.00,PE,0,IDLE,0.62
5038000.00,PE,0,IDLE,0.62
5039000.00,PE,0,IDLE,0.62
5040000.00,PE,0,IDLE,0.62
5041000.00,PE,0,IDLE,0.62
5042000.00,PE,0,IDLE,0.62
5043000.00,PE,0,IDLE,0.62
5044000.00,PE,0,IDLE,0.62
5045000.00,PE,0,IDLE,0.62
5046000.00,PE,0,IDLE,0.62
5047000.00,PE,0,IDLE,0.62
5048000.00,PE,0,IDLE,0.62
5049000.00,PE,0,IDLE,0.62
5050000.00,PE,0,IDLE,0.62
5051000.00,PE,0,IDLE,0.62
5052000.00,PE,0,IDLE,0.62
5053000.00,PE,0,IDLE,0.62
5054000.00,PE,0,IDLE,0.62
5055000.00,PE,0,IDLE,0.62
5056000.00,PE,0,IDLE,0.62
5057000.00,PE,0,IDLE,0.62
5058000.00,PE,0,IDLE,0.62
5059000.00,PE,0,IDLE,0.62
5060000.00,PE,0,IDLE,0.62
5061000.00,PE,0,IDLE,0.62
5062000.00,PE,0,IDLE,0.62
5063000.00,PE,0,IDLE,0.62
5064000.00,PE,0,IDLE,0.62
5065000.00,PE,0,IDLE,0.62
5066000.00,PE,0,IDLE,0.62
5067000.00,PE,0,IDLE,0.62
5068000.00,PE,0,IDLE,0.62
5069000.00,PE,0,IDLE,0.62
5070000.00,PE,0,IDLE,0.62
5071000.00,PE,0,IDLE,0.62
5072000.00,PE,0,IDLE,0.62
5073000.00,PE,0,IDLE,0.62
5074000.00,PE,0,IDLE,0.62
5075000.00,PE,0,IDLE,0.62
5076000.00,PE,0,IDLE,0.62
5077000.00,PE,0,IDLE,0.62
5078000.00,PE,0,IDLE,0.62
5079000.00,PE,0,IDLE,0.62
5080000.00,PE,0,IDLE,0.62
5081000.00,PE,0,IDLE,0.62
5082000.00,PE,0,IDLE,0.62
5083000.00,PE,0,IDLE,0.62
5084000.00,PE,0,IDLE,0.62
5085000.00,PE,0,IDLE,0.62
5086000.00,PE,0,IDLE,0.62
5087000.00,PE,0,IDLE,0.62
5088000.00,PE,0,IDLE,0.62
5089000.00,PE,0,IDLE,0.62
5090000.00,PE,0,IDLE,0.62
5091000.00,PE,0,IDLE,0.62
5092000.00,PE,0,IDLE,0.62
5093000.00,PE,0,IDLE,0.62
5094000.00,PE,0,IDLE,0.62
5095000.00,PE,0,IDLE,0.62
5096000.00,PE,0,IDLE,0.62
5097000.00,PE,0,IDLE,0.62
5098000.00,PE,0,IDLE,0.62
5099000.00,PE,0,IDLE,0.62
5100000.00,PE,0,IDLE,0.62
5101000.00,PE,0,IDLE,0.62
5102000.00,PE,0,IDLE,0.62
5103000.00,PE,0,IDLE,0.62
5104000.00,PE,0,IDLE,0.62
5105000.00,PE,0,IDLE,0.62
5106000.00,PE,0,IDLE,0.62
5107000.00,PE,0,IDLE,0.62
5108000.00,PE,0,IDLE,0.62
5109000.00,PE,0,IDLE,0.62
5110000.00,PE,0,IDLE,0.62
5111000.00,PE,0,IDLE,0.62
5112000.00,PE,0,IDLE,0.62
5113000.00,PE,0,IDLE,0.62
5114000.00,PE,0,IDLE,0.62
5115000.00,PE,0,IDLE,0.62
5116000.00,PE,0,IDLE,0.62
5117000.00,PE,0,IDLE,0.62
5118000.00,PE,0,IDLE,0.62
5119000.00,PE,0,IDLE,0.62
5120000.00,PE,0,IDLE,0.62
5121000.00,PE,0,IDLE,0.62
5122000.00,PE,0,IDLE,0.62
5123000.00,PE,0,IDLE,0.62
5124000.00,PE,0,IDLE,0.62
5125000.00,PE,0,IDLE,0.62
5126000.00,PE,0,IDLE,0.62
5127000.00,PE,0,IDLE,0.62
5128000.00,PE,0,IDLE,0.62
5129000.00,PE,0,IDLE,0.62
5130000.00,PE,0,IDLE,0.62
5131000.00,PE,0,IDLE,0.62
5132000.00,PE,0,IDLE,0.62
5133000.00,PE,0,IDLE,0.62
5134000.00,PE,0,IDLE,0.62
5135000.00,PE,0,IDLE,0.62
5136000.00,PE,0,IDLE,0.62
5137000.00,PE,0,IDLE,0.62
5138000.00,PE,0,IDLE,0.62
5139000.00,PE,0,IDLE,0.62
5140000.00,PE,0,IDLE,0.62
5141000.00,PE,0,IDLE,0.62
5142000.00,PE,0,IDLE,0.62
5143000.00,PE,0,IDLE,0.62
5144000.00,PE,0,IDLE,0.62
5145000.00,PE,0,IDLE,0.62
5146000.00,PE,0,IDLE,0.62
5147000.00,PE,0,IDLE,0.62
5148000.00,PE,0,IDLE,0.62
5149000.00,PE,0,IDLE,0.62
5150000.00,PE,0,IDLE,0.62
5151000.00,PE,0,IDLE,0.62
5152000.00,PE,0,IDLE,0.62
5153000.00,PE,0,IDLE,0.62
5154000.00,PE,0,IDLE,0.62
5155000.00,PE,0,IDLE,0.62
5156000.00,PE,0,IDLE,0.62
5157000.00,PE,0,IDLE,0.62
5158000.00,PE,0,IDLE,0.62
5159000.00,PE,0,IDLE,0.62
5160000.00,PE,0,IDLE,0.62
5161000.00,PE,0,IDLE,0.62
5162000.00,PE,0,IDLE,0.62
5163000.00,PE,0,IDLE,0.62
5164000.00,PE,0,IDLE,0.62
5165000.00,PE,0,IDLE,0.62
5166000.00,PE,0,IDLE,0.62
5167000.00,PE,0,IDLE,0.62
5168000.00,PE,0,IDLE,0.62
5169000.00,PE,0,IDLE,0.62
5170000.00,PE,0,IDLE,0.62
5171000.00,PE,0,IDLE,0.62
5172000.00,PE,0,IDLE,0.62
5173000.00,PE,0,IDLE,0.62
5174000.00,PE,0,IDLE,0.62
5175000.00,PE,0,IDLE,0.62
5176000.00,PE,0,IDLE,0.62
5177000.00,PE,0,IDLE,0.62
5178000.00,PE,0,IDLE,0.62
5179000.00,PE,0,IDLE,0.62
5180000.00,PE,0,IDLE,0.62
5181000.00,PE,0,IDLE,0.62
5182000.00,PE,0,IDLE,0.62
5183000.00,PE,0,IDLE,0.62
5184000.00,PE,0,IDLE,0.62
5185000.00,PE,0,IDLE,0.62
5186000.00,PE,0,IDLE,0.62
5187000.00,PE,0,IDLE,0.62
5188000.00,PE,0,IDLE,0.62
5189000.00,PE,0,IDLE,0.62
5190000.00,PE,0,IDLE,0.62
5191000.00,PE,0,IDLE,0.62
5192000.00,PE,0,IDLE,0.62
5193000.00,PE,0,IDLE,0.62
5194000.00,PE,0,IDLE,0.62
5195000.00,PE,0,IDLE,0.62
5196000.00,PE,0,IDLE,0.62
5197000.00,PE,0,IDLE,0.62
5198000.00,PE,0,IDLE,0.62
5199000.00,PE,0,IDLE,0.62
5200000.00,PE,0,IDLE,0.62
5201000.00,PE,0,IDLE,0.62
5202000.00,PE,0,IDLE,0.62
5203000.00,PE,0,IDLE,0.62
5204000.00,PE,0,IDLE,0.62
5205000.00,PE,0,IDLE,0.62
5206000.00,PE,0,IDLE,0.62
5207000.00,PE,0,IDLE,0.62
5208000.00,PE,0,IDLE,0.62
5209000.00,PE,0,IDLE,0.62
5210000.00,PE,0,IDLE,0.62
5211000.00,PE,0,IDLE,0.62
5212000.00,PE,0,IDLE,0.62
5213000.00,PE,0,IDLE,0.62
5214000.00,PE,0,IDLE,0.62
5215000.00,PE,0,IDLE,0.62
5216000.00,PE,0,IDLE,0.62
5217000.00,PE,0,IDLE,0.62
5218000.00,PE,0,IDLE,0.62
5219000.00,PE,0,IDLE,0.62
5220000.00,PE,0,IDLE,0.62
5221000.00,PE,0,IDLE,0.62
5222000.00,PE,0,IDLE,0.62
5223000.00,PE,0,IDLE,0.62
5224000.00,PE,0,IDLE,0.62
5225000.00,PE,0,IDLE,0.62
5226000.00,PE,0,IDLE,0.62
5227000.00,PE,0,IDLE,0.62
5228000.00,PE,0,IDLE,0.62
