pe,P_proxy_W,T_proxy_K
0,0.3,321.5526237003109
1,2.5,323.2775996126054
2,0.3,321.05359551711905
3,0.3,320.5237557593248
4,0.3,320.4368075149745
5,0.3,323.44369970611734
6,0.3,320.4648210002797
7,0.3,320.9846194331229
8,2.5,323.67859918722024
9,0.3,320.4660021860383
10,0.3,321.11548579797454
11,0.3,320.3371391863003
12,0.3,322.5761534801294
13,0.3,321.08629320979173
14,0.3,320.3371391863003
15,2.5,323.66447992221066
