# ThermalOnly-RC-LS mapping
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:5, 2:4, 3:5, 4:12
1, 5, 20000, 8192, 5:1, 6:2
2, 4, 20000, 8192, 7:5, 8:6
3, 5, 20000, 8192, 9:9, 10:10
4, 12, 20000, 8192, 11:13, 12:14
5, 1, 30000, 16384, 13:10, 14:9
6, 2, 30000, 16384, 15:4, 16:7
7, 5, 30000, 16384, 17:2, 18:1
8, 6, 30000, 16384, 19:12, 20:15
9, 9, 30000, 16384, 21:0, 22:3
10, 10, 30000, 16384, 23:4, 24:7
11, 13, 30000, 16384, 25:8, 26:11
12, 14, 30000, 16384, 27:12, 28:15
13, 10, 50000, 32768, 29:14
14, 9, 50000, 32768, 29:14
15, 4, 50000, 32768, 30:15
16, 7, 50000, 32768, 30:15
17, 2, 50000, 32768, 31:6
18, 1, 50000, 32768, 31:6
19, 12, 50000, 32768, 32:13
20, 15, 50000, 32768, 32:13
21, 0, 50000, 32768, 29:14
22, 3, 50000, 32768, 30:15
23, 4, 50000, 32768, 31:6
24, 7, 50000, 32768, 32:13
25, 8, 50000, 32768, 31:6
26, 11, 50000, 32768, 32:13
27, 12, 50000, 32768, 29:14
28, 15, 50000, 32768, 30:15
29, 14, 30000, 8192, -1:-1
30, 15, 30000, 8192, -1:-1
31, 6, 30000, 8192, -1:-1
32, 13, 30000, 8192, -1:-1
