# B-2 GA remapped (gen=30, converged=False)
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:0, 2:11, 3:6, 4:6
1, 0, 20000, 8192, 5:4, 6:14
2, 11, 20000, 8192, 7:6, 8:7
3, 6, 20000, 8192, 9:6, 10:14
4, 6, 20000, 8192, 11:8, 12:10
5, 4, 30000, 16384, 13:11, 14:5
6, 14, 30000, 16384, 15:14, 16:14
7, 6, 30000, 16384, 17:6, 18:6
8, 7, 30000, 16384, 19:2, 20:14
9, 6, 30000, 16384, 21:6, 22:9
10, 14, 30000, 16384, 23:14, 24:6
11, 8, 30000, 16384, 25:11, 26:3
12, 10, 30000, 16384, 27:10, 28:9
13, 11, 50000, 32768, 29:10
14, 5, 50000, 32768, 29:10
15, 14, 50000, 32768, 30:10
16, 14, 50000, 32768, 30:10
17, 6, 50000, 32768, 31:10
18, 6, 50000, 32768, 31:10
19, 2, 50000, 32768, 32:2
20, 14, 50000, 32768, 32:2
21, 6, 50000, 32768, 29:10
22, 9, 50000, 32768, 30:10
23, 14, 50000, 32768, 31:10
24, 6, 50000, 32768, 32:2
25, 11, 50000, 32768, 31:10
26, 3, 50000, 32768, 32:2
27, 10, 50000, 32768, 29:10
28, 9, 50000, 32768, 30:10
31, 10, 30000, 8192, -1:-1
32, 2, 30000, 8192, -1:-1
29, 10, 30000, 8192, -1:-1
30, 10, 30000, 8192, -1:-1
