benchmark,seed,run_type,configured_generations,actual_generations,converged,elapsed_min,cost_baseline,cost_b2,cost_delta_pct,tmax_baseline_C,tmax_b2_C,tmax_delta_C,sigma_baseline_K,sigma_b2_K,sigma_delta_pct,hot_baseline,hot_b2,makespan_baseline_us,makespan_b2_us,makespan_delta_pct,comm_baseline,comm_b2,comm_delta_pct,pe_optical_energy_baseline_mJ,pe_optical_energy_b2_mJ,pe_optical_energy_delta_pct
GEMM,42,base,60,45,True,1.0681253849994392,6.000000000000001,3.799907180912859,-36.66821365145236,54.93421735578005,53.23828532851002,-1.6959320272700324,2.1434761400252804,1.4089998627280593,-34.265661445084184,6,0,120.405,116.7308,-3.0515344047174153,104448.0,51200.0,-50.98039215686274,1.5708734939939561,1.5165817477558798,-3.4561501257519556
GEMM,43,base,60,20,True,0.4825910733236621,6.000000000000001,3.7673396106539467,-37.211006489100896,54.93421735578005,53.00672326804005,-1.9274940877400013,2.1434761400252804,1.4014433814768217,-34.61819540196548,6,0,120.405,116.7629,-3.024874382293097,104448.0,60416.0,-42.15686274509803,1.5708734939939561,1.5167121428106511,-3.4478493265297505
MPEG4,42,base,60,21,True,0.5063180800061673,6.000000000000001,4.216755651138596,-29.720739147690068,54.44663874680003,51.816508380320045,-2.630130366479989,1.3003837749577485,1.0198443512080955,-21.57358690197193,2,0,122.06989999999999,121.3516,-0.5884333484339588,420000.0,388000.0,-7.619047619047614,1.1328804365769536,1.1261318681507333,-0.59569997047626
MPEG4,43,base,60,32,True,0.7724612816702574,6.000000000000001,4.11216503036325,-31.463916160612516,54.44663874680003,52.81853737770001,-1.6281013691000226,1.3003837749577485,1.1319204135137755,-12.954895676812539,2,0,122.06989999999999,121.1636,-0.7424434688649617,420000.0,352000.0,-16.19047619047619,1.1328804365769536,1.125682756899805,-0.6353432758444244
VOPD,42,base,60,38,True,9.73551420167399,5.0,4.44974612228009,-11.005077554398191,52.22271921261,51.86541027742004,-0.35730893518996254,0.9870939912641029,0.9079904142012913,-8.01378366831198,0,0,89.3329,87.6888,-1.8404193751686004,1396000.0,1154000.0,-17.335243553008596,0.7507385223064373,0.7402316792300394,-1.3995342937936028
VOPD,43,base,60,29,True,8.608561038334544,5.0,4.349570016586447,-13.00859966827106,52.22271921261,51.52152313343004,-0.7011960791799652,0.9870939912641029,0.8995542885961757,-8.868426253493977,0,0,89.3329,89.3348,0.002126875988595067,1396000.0,980000.0,-29.79942693409742,0.7507385223064373,0.7491663498222894,-0.20941678592939494
HNN,42,base,60,54,True,2.1123762083239854,6.000000000000001,4.986974793468414,-16.883753442193118,55.66757624162,54.72792989865002,-0.9396463429699793,2.454372247071413,1.7196509289544641,-29.935203145880873,16,5,203.177525,234.93869999999998,15.63222851543249,2195456.0,1638400.0,-25.373134328358205,4.651317011228462,4.433061037732707,-4.69234784403808
HNN,43,base,60,17,True,0.6747897083405405,6.000000000000001,5.462613147873699,-8.956447535438361,55.66757624162,56.16455265702001,0.49697641540001314,2.454372247071413,1.7482141023913227,-28.77143617976804,16,11,203.177525,239.3087,17.783056959671107,2195456.0,1925120.0,-12.313432835820892,4.651317011228462,4.629237536290297,-0.47469297157910484
