workload,method,method_family,source_root,ablation,seed,selection_policy,run_ok,valid_for_cost,T_max_valid,makespan_valid,energy_valid,history_rows,history_schema,history_all_best_fitness_infinite,history_best_inf_gens,history_avg_inf_gens,history_worst_inf_gens,valid,validity_notes,metrics_path,history_path
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,42,,True,True,True,True,True,46,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_42\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_42\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,43,,True,True,True,True,True,33,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_43\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_43\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,43,,True,True,True,True,True,18,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_43\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_43\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,43,,True,True,True,True,True,57,ga,False,0,34,34,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_43\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_43\gen_60\vopd\history.json
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,43,,True,True,True,True,True,36,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_43\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_43\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,44,,True,True,True,True,True,44,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_44\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_44\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,44,,True,True,True,True,True,55,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_44\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_44\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,44,,True,True,True,True,True,59,ga,False,0,36,36,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_44\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_44\gen_60\vopd\history.json
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,44,,True,True,True,True,True,46,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_44\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_44\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,45,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_45\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_45\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,45,,True,True,True,True,True,35,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_45\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_45\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,45,,True,True,True,True,True,60,ga,False,0,35,35,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_45\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_45\gen_60\vopd\history.json
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,45,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_45\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_45\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,46,,True,True,True,True,True,39,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_46\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_46\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,46,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_46\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_46\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,46,,True,True,True,True,True,60,ga,False,0,40,40,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_46\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_46\gen_60\vopd\history.json
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,46,,True,True,True,True,True,59,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_46\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_46\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,47,,True,True,True,True,True,39,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_47\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_47\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,47,,True,True,True,True,True,43,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_47\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_47\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,47,,True,True,True,True,True,38,ga,False,0,24,24,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_47\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_47\gen_60\vopd\history.json
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,47,,True,True,True,True,True,37,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_47\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_47\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,48,,True,True,True,True,True,37,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_48\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_48\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,48,,True,True,True,True,True,16,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_48\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_48\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,48,,True,True,True,True,True,53,ga,False,0,28,28,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_48\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_48\gen_60\vopd\history.json
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,48,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_48\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_48\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,49,,True,True,True,True,True,37,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_49\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_49\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,49,,True,True,True,True,True,33,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_49\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_49\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,49,,True,True,True,True,True,39,ga,False,0,22,22,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_49\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_49\gen_60\vopd\history.json
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,49,,True,True,True,True,True,35,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_49\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_49\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,40,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_40\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_40\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,40,,True,True,True,True,True,32,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_40\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_40\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,40,,True,True,True,True,True,60,ga,False,0,43,43,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_40\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_40\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,40,,True,True,True,True,True,40,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_40\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_40\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,41,,True,True,True,True,True,46,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_41\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_41\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,41,,True,True,True,True,True,43,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_41\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_41\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,41,,True,True,True,True,True,37,ga,False,0,20,20,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_41\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_41\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,41,,True,True,True,True,True,26,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_41\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_41\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,42,,True,True,True,True,True,49,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_42\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_42\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,42,,True,True,True,True,True,41,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_42\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_42\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,42,,True,True,True,True,True,31,ga,False,0,24,24,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_42\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_42\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,42,,True,True,True,True,True,32,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_42\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_42\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,43,,True,True,True,True,True,53,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,43,,True,True,True,True,True,54,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,43,,True,True,True,True,True,27,ga,False,0,20,20,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,43,,True,True,True,True,True,32,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_43\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,44,,True,True,True,True,True,32,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,44,,True,True,True,True,True,41,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,44,,True,True,True,True,True,38,ga,False,0,25,25,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,44,,True,True,True,True,True,38,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_44\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,45,,True,True,True,True,True,59,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,45,,True,True,True,True,True,59,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,45,,True,True,True,True,True,33,ga,False,0,23,23,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,45,,True,True,True,True,True,37,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_45\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,46,,True,True,True,True,True,32,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,46,,True,True,True,True,True,44,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,46,,True,True,True,True,True,60,ga,False,0,38,38,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,46,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_46\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,47,,True,True,True,True,True,56,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,47,,True,True,True,True,True,45,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,47,,True,True,True,True,True,60,ga,False,0,42,42,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,47,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_47\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,48,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,48,,True,True,True,True,True,38,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,48,,True,True,True,True,True,44,ga,False,0,22,22,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,48,,True,True,True,True,True,35,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_48\gen_60\hnn\history.json
GEMM,wout-comm,ablation,B-2-v4-ablation,wout-comm,49,,True,True,True,True,True,57,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\gemm\history.json
MPEG4,wout-comm,ablation,B-2-v4-ablation,wout-comm,49,,True,True,True,True,True,44,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\mpeg4\history.json
VOPD,wout-comm,ablation,B-2-v4-ablation,wout-comm,49,,True,True,True,True,True,32,ga,False,0,16,16,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\vopd\history.json
HNN,wout-comm,ablation,B-2-v4-ablation,wout-comm,49,,True,True,True,True,True,51,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-comm\seed_49\gen_60\hnn\history.json
GEMM,RandomReferenceMapping,reference_mapping,random-mapping-ensemble-v2,,,ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\gemm\original\metrics.json,
GEMM,RandomBest,supplement_random_baseline,random-mapping-ensemble-v2,,348,RandomBest,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\gemm\random\selected\random_best\metrics.json,
GEMM,RandomMedian,supplement_random_baseline,random-mapping-ensemble-v2,,2153,RandomMedian,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\gemm\random\selected\random_median\metrics.json,
GEMM,RandomP10,supplement_random_baseline,random-mapping-ensemble-v2,,2529,RandomP10,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\gemm\random\selected\random_p10\metrics.json,
GEMM,RandomP90,supplement_random_baseline,random-mapping-ensemble-v2,,2490,RandomP90,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\gemm\random\selected\random_p90\metrics.json,
MPEG4,RandomReferenceMapping,reference_mapping,random-mapping-ensemble-v2,,,ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\mpeg4\original\metrics.json,
MPEG4,RandomBest,supplement_random_baseline,random-mapping-ensemble-v2,,1761,RandomBest,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\mpeg4\random\selected\random_best\metrics.json,
MPEG4,RandomMedian,supplement_random_baseline,random-mapping-ensemble-v2,,2383,RandomMedian,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\mpeg4\random\selected\random_median\metrics.json,
MPEG4,RandomP10,supplement_random_baseline,random-mapping-ensemble-v2,,2456,RandomP10,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\mpeg4\random\selected\random_p10\metrics.json,
MPEG4,RandomP90,supplement_random_baseline,random-mapping-ensemble-v2,,1152,RandomP90,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\mpeg4\random\selected\random_p90\metrics.json,
VOPD,RandomReferenceMapping,reference_mapping,random-mapping-ensemble-v2,,,ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\vopd\original\metrics.json,
VOPD,RandomBest,supplement_random_baseline,random-mapping-ensemble-v2,,2449,RandomBest,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\vopd\random\selected\random_best\metrics.json,
VOPD,RandomMedian,supplement_random_baseline,random-mapping-ensemble-v2,,2441,RandomMedian,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\vopd\random\selected\random_median\metrics.json,
VOPD,RandomP10,supplement_random_baseline,random-mapping-ensemble-v2,,780,RandomP10,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\vopd\random\selected\random_p10\metrics.json,
VOPD,RandomP90,supplement_random_baseline,random-mapping-ensemble-v2,,280,RandomP90,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\vopd\random\selected\random_p90\metrics.json,
HNN,RandomReferenceMapping,reference_mapping,random-mapping-ensemble-v2,,,ReferenceMapping,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\hnn\original\metrics.json,
HNN,RandomBest,supplement_random_baseline,random-mapping-ensemble-v2,,1048,RandomBest,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\hnn\random\selected\random_best\metrics.json,
HNN,RandomMedian,supplement_random_baseline,random-mapping-ensemble-v2,,2133,RandomMedian,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\hnn\random\selected\random_median\metrics.json,
HNN,RandomP10,supplement_random_baseline,random-mapping-ensemble-v2,,2208,RandomP10,True,True,True,True,True,,not_available,,,,,True,,D:\HNOCS\out\experimental results\random-mapping-ensemble-v2\hnn\random\selected\random_p10\metrics.json,
