workload,method,method_family,source_root,ablation,seed,selection_policy,run_ok,valid_for_cost,T_max_valid,makespan_valid,energy_valid,history_rows,history_schema,history_all_best_fitness_infinite,history_best_inf_gens,history_avg_inf_gens,history_worst_inf_gens,valid,validity_notes,metrics_path,history_path
HNN,thermal-only,ablation,B-2-v4-ablation,thermal-only,41,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_41\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_41\gen_60\hnn\history.json
GEMM,thermal-only,ablation,B-2-v4-ablation,thermal-only,42,,True,True,True,True,True,36,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_42\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_42\gen_60\gemm\history.json
MPEG4,thermal-only,ablation,B-2-v4-ablation,thermal-only,42,,True,True,True,True,True,39,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_42\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_42\gen_60\mpeg4\history.json
VOPD,thermal-only,ablation,B-2-v4-ablation,thermal-only,42,,True,True,True,True,True,60,ga,False,0,53,53,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_42\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_42\gen_60\vopd\history.json
HNN,thermal-only,ablation,B-2-v4-ablation,thermal-only,42,,True,True,True,True,True,50,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_42\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_42\gen_60\hnn\history.json
GEMM,thermal-only,ablation,B-2-v4-ablation,thermal-only,43,,True,True,True,True,True,46,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_43\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_43\gen_60\gemm\history.json
MPEG4,thermal-only,ablation,B-2-v4-ablation,thermal-only,43,,True,True,True,True,True,47,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_43\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_43\gen_60\mpeg4\history.json
VOPD,thermal-only,ablation,B-2-v4-ablation,thermal-only,43,,True,True,True,True,True,60,ga,False,0,44,44,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_43\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_43\gen_60\vopd\history.json
HNN,thermal-only,ablation,B-2-v4-ablation,thermal-only,43,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_43\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_43\gen_60\hnn\history.json
GEMM,thermal-only,ablation,B-2-v4-ablation,thermal-only,44,,True,True,True,True,True,46,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_44\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_44\gen_60\gemm\history.json
MPEG4,thermal-only,ablation,B-2-v4-ablation,thermal-only,44,,True,True,True,True,True,44,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_44\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_44\gen_60\mpeg4\history.json
VOPD,thermal-only,ablation,B-2-v4-ablation,thermal-only,44,,True,True,True,True,True,60,ga,False,0,52,52,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_44\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_44\gen_60\vopd\history.json
HNN,thermal-only,ablation,B-2-v4-ablation,thermal-only,44,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_44\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_44\gen_60\hnn\history.json
GEMM,thermal-only,ablation,B-2-v4-ablation,thermal-only,45,,True,True,True,True,True,35,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_45\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_45\gen_60\gemm\history.json
MPEG4,thermal-only,ablation,B-2-v4-ablation,thermal-only,45,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_45\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_45\gen_60\mpeg4\history.json
VOPD,thermal-only,ablation,B-2-v4-ablation,thermal-only,45,,True,True,True,True,True,38,ga,False,0,23,23,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_45\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_45\gen_60\vopd\history.json
HNN,thermal-only,ablation,B-2-v4-ablation,thermal-only,45,,True,True,True,True,True,46,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_45\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_45\gen_60\hnn\history.json
GEMM,thermal-only,ablation,B-2-v4-ablation,thermal-only,46,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_46\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_46\gen_60\gemm\history.json
MPEG4,thermal-only,ablation,B-2-v4-ablation,thermal-only,46,,True,True,True,True,True,36,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_46\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_46\gen_60\mpeg4\history.json
VOPD,thermal-only,ablation,B-2-v4-ablation,thermal-only,46,,True,True,True,True,True,41,ga,False,0,38,38,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_46\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_46\gen_60\vopd\history.json
HNN,thermal-only,ablation,B-2-v4-ablation,thermal-only,46,,True,True,True,True,True,42,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_46\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_46\gen_60\hnn\history.json
GEMM,thermal-only,ablation,B-2-v4-ablation,thermal-only,47,,True,True,True,True,True,30,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_47\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_47\gen_60\gemm\history.json
MPEG4,thermal-only,ablation,B-2-v4-ablation,thermal-only,47,,True,True,True,True,True,52,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_47\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_47\gen_60\mpeg4\history.json
VOPD,thermal-only,ablation,B-2-v4-ablation,thermal-only,47,,True,True,True,True,True,52,ga,False,0,31,31,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_47\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_47\gen_60\vopd\history.json
HNN,thermal-only,ablation,B-2-v4-ablation,thermal-only,47,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_47\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_47\gen_60\hnn\history.json
GEMM,thermal-only,ablation,B-2-v4-ablation,thermal-only,48,,True,True,True,True,True,56,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_48\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_48\gen_60\gemm\history.json
MPEG4,thermal-only,ablation,B-2-v4-ablation,thermal-only,48,,True,True,True,True,True,46,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_48\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_48\gen_60\mpeg4\history.json
VOPD,thermal-only,ablation,B-2-v4-ablation,thermal-only,48,,True,True,True,True,True,51,ga,False,0,39,39,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_48\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_48\gen_60\vopd\history.json
HNN,thermal-only,ablation,B-2-v4-ablation,thermal-only,48,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_48\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_48\gen_60\hnn\history.json
GEMM,thermal-only,ablation,B-2-v4-ablation,thermal-only,49,,True,True,True,True,True,39,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_49\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_49\gen_60\gemm\history.json
MPEG4,thermal-only,ablation,B-2-v4-ablation,thermal-only,49,,True,True,True,True,True,31,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_49\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_49\gen_60\mpeg4\history.json
VOPD,thermal-only,ablation,B-2-v4-ablation,thermal-only,49,,True,True,True,True,True,55,ga,False,0,53,53,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_49\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_49\gen_60\vopd\history.json
HNN,thermal-only,ablation,B-2-v4-ablation,thermal-only,49,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_49\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\thermal-only\seed_49\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,40,,True,True,True,True,True,57,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_40\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_40\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,40,,True,True,True,True,True,50,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_40\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_40\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,40,,True,True,True,True,True,58,ga,False,0,35,35,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_40\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_40\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,40,,True,True,True,True,True,31,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_40\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_40\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,41,,True,True,True,True,True,50,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_41\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_41\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,41,,True,True,True,True,True,23,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_41\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_41\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,41,,True,True,True,True,True,39,ga,False,0,22,22,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_41\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_41\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,41,,True,True,True,True,True,49,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_41\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_41\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,42,,True,True,True,True,True,33,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_42\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_42\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,42,,True,True,True,True,True,44,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_42\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_42\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,42,,True,True,True,True,True,41,ga,False,0,37,37,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_42\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_42\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,42,,True,True,True,True,True,31,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_42\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_42\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,43,,True,True,True,True,True,48,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_43\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_43\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,43,,True,True,True,True,True,44,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_43\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_43\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,43,,True,True,True,True,True,32,ga,False,0,19,19,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_43\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_43\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,43,,True,True,True,True,True,45,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_43\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_43\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,44,,True,True,True,True,True,36,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_44\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_44\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,44,,True,True,True,True,True,43,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_44\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_44\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,44,,True,True,True,True,True,47,ga,False,0,31,31,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_44\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_44\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,44,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_44\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_44\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,45,,True,True,True,True,True,50,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_45\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_45\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,45,,True,True,True,True,True,40,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_45\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_45\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,45,,True,True,True,True,True,48,ga,False,0,23,23,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_45\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_45\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,45,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_45\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_45\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,46,,True,True,True,True,True,40,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_46\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_46\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,46,,True,True,True,True,True,45,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_46\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_46\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,46,,True,True,True,True,True,52,ga,False,0,35,35,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_46\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_46\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,46,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_46\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_46\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,47,,True,True,True,True,True,43,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_47\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_47\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,47,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_47\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_47\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,47,,True,True,True,True,True,48,ga,False,0,22,22,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_47\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_47\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,47,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_47\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_47\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,48,,True,True,True,True,True,51,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_48\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_48\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,48,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_48\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_48\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,48,,True,True,True,True,True,57,ga,False,0,19,19,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_48\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_48\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,48,,True,True,True,True,True,60,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_48\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_48\gen_60\hnn\history.json
GEMM,comm-only,ablation,B-2-v4-ablation,comm-only,49,,True,True,True,True,True,33,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_49\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_49\gen_60\gemm\history.json
MPEG4,comm-only,ablation,B-2-v4-ablation,comm-only,49,,True,True,True,True,True,27,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_49\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_49\gen_60\mpeg4\history.json
VOPD,comm-only,ablation,B-2-v4-ablation,comm-only,49,,True,True,True,True,True,33,ga,False,0,20,20,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_49\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_49\gen_60\vopd\history.json
HNN,comm-only,ablation,B-2-v4-ablation,comm-only,49,,True,True,True,True,True,39,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_49\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\comm-only\seed_49\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,40,,True,True,True,True,True,27,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_40\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_40\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,40,,True,True,True,True,True,53,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_40\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_40\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,40,,True,True,True,True,True,60,ga,False,0,47,47,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_40\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_40\gen_60\vopd\history.json
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,40,,True,True,True,True,True,52,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_40\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_40\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,41,,True,True,True,True,True,58,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_41\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_41\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,41,,True,True,True,True,True,22,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_41\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_41\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,41,,True,True,True,True,True,45,ga,False,0,25,25,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_41\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_41\gen_60\vopd\history.json
HNN,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,41,,True,True,True,True,True,51,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_41\gen_60\hnn\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_41\gen_60\hnn\history.json
GEMM,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,42,,True,True,True,True,True,34,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_42\gen_60\gemm\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_42\gen_60\gemm\history.json
MPEG4,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,42,,True,True,True,True,True,34,ga,False,0,0,0,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_42\gen_60\mpeg4\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_42\gen_60\mpeg4\history.json
VOPD,wout-thermal,ablation,B-2-v4-ablation,wout-thermal,42,,True,True,True,True,True,56,ga,False,0,34,34,True,,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_42\gen_60\vopd\metrics.json,D:\HNOCS\out\experimental results\B-2-v4-ablation\wout-thermal\seed_42\gen_60\vopd\history.json
