pe,P_proxy_W,T_proxy_K
0,0.3,321.2327723719409
1,0.3,323.7309638726043
2,2.5,323.8325217769712
3,0.3,321.2325732198762
4,2.5,323.83738567435523
5,0.3,321.3341289134335
6,0.3,321.3338783170756
7,0.3,323.73123563201517
8,0.3,323.73028916359084
9,0.3,322.272705891578
10,0.3,321.33403835403396
11,2.5,323.83738567435523
12,0.3,321.23235459784513
13,2.5,323.83376377154804
14,0.3,323.72931066283473
15,0.3,322.7140997543946
