benchmark,sample_id,sample_seed,run_ok,valid_for_cost,failure_reason,TR2_composite_cost,T_max_C,makespan_s,total_PE_optical_energy_J,temperature_source,parsed_pe_count,mapping_csv,validity_notes
GEMM,134,134,True,True,,5.421069311557249,54.53393131492004,0.0001184589,0.0015353292358742765,vec,16,gemm\random\mappings\sample_134_seed_134.csv,
GEMM,135,135,True,True,,4.783498625225331,54.567249376600046,0.000117811,0.0015266533820540995,vec,16,gemm\random\mappings\sample_135_seed_135.csv,
GEMM,136,136,True,True,,4.637876982533857,53.45180977531004,0.000116871,0.0015178324152065274,vec,16,gemm\random\mappings\sample_136_seed_136.csv,
GEMM,137,137,True,True,,4.806967775631237,54.75245514473005,0.0001183088,0.0015332483875352136,vec,16,gemm\random\mappings\sample_137_seed_137.csv,
GEMM,138,138,True,True,,4.660306779404423,54.09528876685005,0.0001167288,0.0015182535238742962,vec,16,gemm\random\mappings\sample_138_seed_138.csv,
GEMM,139,139,True,True,,4.510364036084933,53.52415274245004,0.0001166466,0.001517761398177158,vec,16,gemm\random\mappings\sample_139_seed_139.csv,
GEMM,140,140,True,True,,6.345932209617053,54.68278840074004,0.0001690209,0.0018045938428474558,vec,16,gemm\random\mappings\sample_140_seed_140.csv,
GEMM,141,141,True,True,,5.257218303672411,54.38046278738,0.0001181949,0.0015300751114767047,vec,16,gemm\random\mappings\sample_141_seed_141.csv,
GEMM,142,142,True,True,,4.828261925889136,54.63678278908003,0.0001183506,0.0015325217112400012,vec,16,gemm\random\mappings\sample_142_seed_142.csv,
GEMM,143,143,True,True,,5.341239764615797,55.97404376763001,0.0001236528,0.0015764187612121424,vec,16,gemm\random\mappings\sample_143_seed_143.csv,
GEMM,144,144,True,True,,4.976839726227785,54.474685852180016,0.000118019,0.0015283278026358466,vec,16,gemm\random\mappings\sample_144_seed_144.csv,
GEMM,145,145,True,True,,5.195646779721494,53.103841825120014,0.0001667268,0.0017844299752039282,vec,16,gemm\random\mappings\sample_145_seed_145.csv,
GEMM,146,146,True,True,,4.6013454943393395,53.30614874796004,0.0001167447,0.001516941433632635,vec,16,gemm\random\mappings\sample_146_seed_146.csv,
GEMM,147,147,True,True,,5.705628579155521,54.02455782916002,0.0001662969,0.001782528814242265,vec,16,gemm\random\mappings\sample_147_seed_147.csv,
GEMM,148,148,True,True,,4.7028927792144,53.58689297623005,0.0001167609,0.0015174667009479942,vec,16,gemm\random\mappings\sample_148_seed_148.csv,
GEMM,149,149,True,True,,6.538874621768537,56.59515546555002,0.0001248706,0.0016017259300433418,vec,16,gemm\random\mappings\sample_149_seed_149.csv,
GEMM,150,150,True,True,,4.214073489030033,53.527781633420034,0.0001169529,0.0015185731664375097,vec,16,gemm\random\mappings\sample_150_seed_150.csv,
GEMM,151,151,True,True,,5.986325948183259,56.036410378270034,0.0001673848,0.0018021932510411814,vec,16,gemm\random\mappings\sample_151_seed_151.csv,
GEMM,152,152,True,True,,4.95858176980146,53.30138101005002,0.000146603,0.001678174143263262,vec,16,gemm\random\mappings\sample_152_seed_152.csv,
GEMM,153,153,True,True,,5.353107545532913,53.21935434744,0.0001464566,0.0016762615582100473,vec,16,gemm\random\mappings\sample_153_seed_153.csv,
GEMM,154,154,True,True,,4.9743743380788406,54.910037602130046,0.0001188386,0.0015424731845503164,vec,16,gemm\random\mappings\sample_154_seed_154.csv,
GEMM,155,155,True,True,,5.062606973453541,54.08966350889,0.0001664547,0.0017827407057637186,vec,16,gemm\random\mappings\sample_155_seed_155.csv,
GEMM,156,156,True,True,,4.568590426524301,53.182105957830004,0.0001168207,0.0015178139426718536,vec,16,gemm\random\mappings\sample_156_seed_156.csv,
GEMM,157,157,True,True,,5.682459772058763,53.440194895740035,0.0001667568,0.0017849568633833534,vec,16,gemm\random\mappings\sample_157_seed_157.csv,
GEMM,158,158,True,True,,5.247079464925512,54.847962328350036,0.0001183648,0.001534811985732869,vec,16,gemm\random\mappings\sample_158_seed_158.csv,
GEMM,159,159,True,True,,5.158771709133797,53.292217866470025,0.000116951,0.0015189791787992891,vec,16,gemm\random\mappings\sample_159_seed_159.csv,
GEMM,160,160,True,True,,5.105620437161632,53.38182050844,0.0001465491,0.0016778112172196043,vec,16,gemm\random\mappings\sample_160_seed_160.csv,
GEMM,161,161,True,True,,5.281341767550803,54.261891026100045,0.000147271,0.001683401120338399,vec,16,gemm\random\mappings\sample_161_seed_161.csv,
GEMM,162,162,True,True,,5.273224084547243,53.35370867544003,0.0001664548,0.0017821697039139518,vec,16,gemm\random\mappings\sample_162_seed_162.csv,
GEMM,163,163,True,True,,4.670922452487156,53.312099677970025,0.0001465489,0.0016760577985721384,vec,16,gemm\random\mappings\sample_163_seed_163.csv,
GEMM,164,164,True,True,,5.5970399323132245,54.63499341631001,0.0001185246,0.00153935004970776,vec,16,gemm\random\mappings\sample_164_seed_164.csv,
GEMM,165,165,True,True,,5.0556237044178856,53.29490483521005,0.0001168427,0.001518281629420008,vec,16,gemm\random\mappings\sample_165_seed_165.csv,
GEMM,166,166,True,True,,4.900988763560401,53.075600820900036,0.0001665048,0.0017824480784350129,vec,16,gemm\random\mappings\sample_166_seed_166.csv,
GEMM,167,167,True,True,,5.580220630504405,53.356225122240005,0.0001666347,0.001783020854004357,vec,16,gemm\random\mappings\sample_167_seed_167.csv,
GEMM,168,168,True,True,,5.174076145603334,53.208547138330005,0.0001764049,0.0018365212309471876,vec,16,gemm\random\mappings\sample_168_seed_168.csv,
GEMM,169,169,True,True,,4.609564649546119,53.45182093366003,0.0001166127,0.0015166333761802834,vec,16,gemm\random\mappings\sample_169_seed_169.csv,
GEMM,170,170,True,True,,5.26801560990993,53.58272719533005,0.0001663087,0.0017812884530889258,vec,16,gemm\random\mappings\sample_170_seed_170.csv,
GEMM,171,171,True,True,,5.19506693255286,53.90315118958,0.0001167906,0.0015180058133395062,vec,16,gemm\random\mappings\sample_171_seed_171.csv,
GEMM,172,172,True,True,,5.269849993356472,52.85821329090004,0.0001666489,0.0017820421507584235,vec,16,gemm\random\mappings\sample_172_seed_172.csv,
GEMM,173,173,True,True,,5.822153735063758,55.223020377240005,0.000147345,0.001703742149657097,vec,16,gemm\random\mappings\sample_173_seed_173.csv,
GEMM,174,174,True,True,,6.261693690863324,55.87528338159001,0.0001462487,0.0017078849837962316,vec,16,gemm\random\mappings\sample_174_seed_174.csv,
GEMM,175,175,True,True,,5.193585894818255,54.311914693580036,0.000147215,0.0016829018173643534,vec,16,gemm\random\mappings\sample_175_seed_175.csv,
GEMM,176,176,True,True,,5.199609079189687,54.746542882420044,0.0001188608,0.0015373277687503965,vec,16,gemm\random\mappings\sample_176_seed_176.csv,
GEMM,177,177,True,True,,4.989085454766379,54.60072886700004,0.0001186249,0.001534417395399232,vec,16,gemm\random\mappings\sample_177_seed_177.csv,
