workload,generation,best_fitness,avg_fitness,worst_fitness,best_tmax_C,best_sigma_K,best_hot_pe,best_makespan_us,best_energy_mJ
HNN,24,5.325523368161896,7.504976000521761,15.516560063669482,55.07977432414003,2.137553479475935,6,261.5546,4.5801206458126895
HNN,25,5.325523368161896,8.746854091063758,15.347140733248331,55.07977432414003,2.137553479475935,6,261.5546,4.5801206458126895
HNN,26,5.181464843294304,7.859761188713657,15.6715182950044,55.12913487757004,2.134607946943188,6,261.05859999999996,4.5713994692917765
HNN,27,5.181464843294304,7.385961643002255,15.519336859648252,55.12913487757004,2.134607946943188,6,261.05859999999996,4.5713994692917765
HNN,28,5.181464843294304,7.952409448254879,15.316050944151684,55.12913487757004,2.134607946943188,6,261.05859999999996,4.5713994692917765
HNN,29,5.181464843294304,7.276172904009953,15.739788693432832,55.12913487757004,2.134607946943188,6,261.05859999999996,4.5713994692917765
HNN,30,5.181464843294304,6.584379616556682,14.959922162147855,55.12913487757004,2.134607946943188,6,261.05859999999996,4.5713994692917765
HNN,31,5.135190285800978,6.652964211971246,15.157065536103861,55.20061089639,2.129945580729957,5,261.05859999999996,4.568066228716503
HNN,32,5.135190285800978,8.247686974899151,15.51358549545479,55.20061089639,2.129945580729957,5,261.05859999999996,4.568066228716503
HNN,33,5.135190285800978,7.991449020295192,15.705609219051986,55.20061089639,2.129945580729957,5,261.05859999999996,4.568066228716503
HNN,34,5.135190285800978,6.859767882967711,15.422087661827334,55.20061089639,2.129945580729957,5,261.05859999999996,4.568066228716503
HNN,35,5.135190285800978,7.3942127621088956,15.493355148503099,55.20061089639,2.129945580729957,5,261.05859999999996,4.568066228716503
HNN,36,5.135190285800978,7.012144087297298,15.288778167890502,55.20061089639,2.129945580729957,5,261.05859999999996,4.568066228716503
HNN,37,5.115848354518018,6.593465174439086,15.104607176800721,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,38,5.115848354518018,6.807376987145449,15.38601001328169,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,39,5.115848354518018,7.268157997082817,15.68750313977631,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,40,5.115848354518018,7.755025259432842,15.378002335176845,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,41,5.115848354518018,6.886872482531366,15.532011703766702,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,42,5.115848354518018,5.9604042498558805,14.876341779819409,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,43,5.115848354518018,6.869451739669555,15.067843844981097,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,44,5.115848354518018,7.791041876150691,15.489747915170554,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,45,5.115848354518018,6.48404620045603,15.10777014346747,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,46,5.115848354518018,6.20818492220527,14.743008858584286,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
HNN,47,5.115848354518018,6.736524416441437,15.345611868699926,55.12913487757004,2.061858505118848,4,264.6907,4.582881367541026
MPEG4,1,4.688732955131044,16.94991622629434,50.5783755726401,52.86469798568004,1.4230220599745822,0,105.0718,1.0428003707213558
MPEG4,2,4.587774135059386,15.042808938065388,50.618709459134315,52.69338680196,1.3436888916124239,0,105.02380000000001,1.042048437186869
MPEG4,3,4.587774135059386,14.027420998585546,50.815422454747036,52.69338680196,1.3436888916124239,0,105.02380000000001,1.042048437186869
MPEG4,4,4.442583726074119,15.794737974186612,50.60373982011284,52.73439984359004,1.3397137242666255,0,104.2577,1.0376951577165985
MPEG4,5,4.442583726074119,14.013247361736138,50.28477775184131,52.73439984359004,1.3397137242666255,0,104.2577,1.0376951577165985
MPEG4,6,4.442583726074119,8.622573219703147,50.683712440881415,52.73439984359004,1.3397137242666255,0,104.2577,1.0376951577165985
MPEG4,7,4.363360783267024,13.097770458731624,50.32311590558523,52.25444994073001,1.3247288198751113,0,104.6007,1.0397429358236614
MPEG4,8,4.297383686560358,17.48111690613414,50.352003025132106,51.99209403486003,1.3165430816638557,0,104.6007,1.0397492853123926
MPEG4,9,4.164481170624154,13.748127900960293,50.182613858346336,52.72452615868002,1.3253718461484076,0,116.33659999999999,1.1054890206636525
MPEG4,10,4.164481170624154,11.079096150073113,50.900386642773675,52.72452615868002,1.3253718461484076,0,116.33659999999999,1.1054890206636525
MPEG4,11,4.164481170624154,7.334749095214869,50.46747639772007,52.72452615868002,1.3253718461484076,0,116.33659999999999,1.1054890206636525
MPEG4,12,4.163620341443692,7.239391371652817,49.99462818394587,52.72452615542005,1.3240810876354019,0,116.33659999999999,1.105437127740969
MPEG4,13,4.034964006318804,4.547647572695667,5.407692304133074,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
MPEG4,14,4.034964006318804,10.075149838611877,50.50233336913559,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
MPEG4,15,4.034964006318804,9.088809732504336,50.723184208385064,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
MPEG4,16,4.034964006318804,9.927533959853983,50.81863063551428,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
MPEG4,17,4.034964006318804,6.374409745580801,49.71622212743114,52.73028011624001,1.4590240422901974,0,90.92060000000001,0.9693036009290962
