version,workload,seed,proxy_score_original,proxy_score_method,proxy_score_delta_pct,iterations,converged,cost_original,cost_method,cost_delta_pct,tmax_original_K,tmax_method_K,tmax_delta_K,sigma_original_K,sigma_method_K,sigma_delta_pct,hot_original,hot_method,makespan_original_s,makespan_method_s,makespan_delta_pct,comm_original,comm_method,comm_delta_pct,energy_original_J,energy_method_J,energy_delta_pct,valid_for_cost,run_ok
v2_dynamic_rc_thermal_first,GEMM,42,0.98,0.9404235989702803,-4.0384082683387446,3213,True,6.000000000000001,5.867419069913753,-2.2096821681041323,328.08421735578,325.76319438991,-2.3210229658700428,2.1434761400252804,1.3466975742932097,-37.172261955884125,6,0,0.000120405,0.0002162448,79.59785723184251,104448.0,72704.0,-30.3921568627451,0.0015708734939939562,0.002047918287461287,30.36812291322335,True,True
v2_dynamic_rc_thermal_first,MPEG4,42,0.98,0.9609744492783087,-1.9413827267032002,4684,True,6.000000000000001,4.893773934332865,-18.437101094452267,327.5966387468,325.94741956757,-1.6492191792299877,1.3003837749577485,1.0945575908409877,-15.828110753185031,2,0,0.0001220699,0.0001320016,8.13607613342846,420000.0,424000.0,0.952380952380949,0.0011328804365769536,0.0011852243785907318,4.620429510808544,True,True
v2_dynamic_rc_thermal_first,VOPD,42,0.98,0.968470072916477,-1.1765231717880575,4392,True,5.0,5.226623281190664,4.532465623813264,325.37271921261,326.15568739673,0.7829681841200227,0.9870939912641029,0.9702325002219817,-1.7081950849004657,0,0,8.93329e-05,8.9989e-05,0.7344438611082804,1396000.0,1954000.0,39.97134670487106,0.0007507385223064374,0.0007552451556052496,0.6002933331523685,True,True
v2_dynamic_rc_thermal_first,HNN,42,0.98,1.108808403873836,13.14371468100366,5000,True,6.000000000000001,6.537402140763925,8.956702346065404,328.81757624162,330.60018866684,1.7826124252200088,2.454372247071413,1.7676272274845903,-27.9804752684217,16,9,0.000203177525,0.0002951487,45.26641172541104,2195456.0,2048000.0,-6.716417910447758,0.004651317011228462,0.004821918453085405,3.667809384849585,True,True
