pe,P_proxy_W,T_proxy_K
0,2.5,323.87590492738394
1,0.3,323.2592739806978
2,0.3,321.3053806564581
3,0.3,323.6401295549422
4,0.3,321.05817318456405
5,0.3,321.3364878855603
6,0.3,323.2681970440546
7,2.5,323.85466521369386
8,0.3,321.12487342553385
9,0.3,321.18029787386973
10,0.3,322.9412678670351
11,2.5,323.7895889333516
12,0.3,321.4230775665807
13,2.5,323.71831526747314
14,0.3,321.1458225264398
15,0.3,321.58791431846004
