benchmark,run_type,configured_generations,n,seeds,converged_count,cost_delta_pct_mean,cost_delta_pct_std,tmax_delta_C_mean,tmax_delta_C_std,sigma_delta_pct_mean,sigma_delta_pct_std,makespan_delta_pct_mean,makespan_delta_pct_std,comm_delta_pct_mean,comm_delta_pct_std,pe_optical_energy_delta_pct_mean,pe_optical_energy_delta_pct_std,cost_b2_mean,cost_b2_std,tmax_b2_C_mean,tmax_b2_C_std,sigma_b2_K_mean,sigma_b2_K_std,makespan_b2_us_mean,makespan_b2_us_std,comm_b2_mean,comm_b2_std,pe_optical_energy_b2_mJ_mean,pe_optical_energy_b2_mJ_std,elapsed_min_mean,elapsed_min_std
GEMM,base,60,10,"40,41,42,43,44,45,46,47,48,49",9,-36.296003632957635,0.6698600539777112,-2.592666907447028,0.16118473542560907,-43.888768963058816,1.6900122532325423,-3.0200573065902567,0.05487960005702983,-10.588235294117647,16.001730010276994,-3.5118706587033897,0.029555380858478718,3.1214958219850764,0.03282314264490791,52.341550448333024,0.16118473542560907,1.202730849151294,0.036225009411543135,116.7687,0.06607778244866902,93388.8,16713.486961134113,1.5157064486730336,0.00046427764395482076,1.0827956553331266,0.2309841858863047
HNN,base,60,10,"40,41,42,43,44,45,46,47,48,49",8,-16.276203451576738,2.273444387903898,-0.5529674431619753,0.6543460242636168,-34.127068383683515,3.7944682272662273,12.530138360529785,9.500805278823755,-1.7910447761194013,7.507741275175502,-4.297805631449432,0.9192073475393702,4.1024660308727405,0.11139877500729108,55.11460879845802,0.6543460242636168,1.616766951923202,0.0931303750939649,228.63595,19.303501020583457,2156134.4,164829.1562903171,4.45141244678332,0.04275524772456065,1.4336211449978873,0.40546474774436225
MPEG4,base,60,10,"40,41,42,43,44,45,46,47,48,49",10,-30.70037577584849,0.4343090449099843,-2.5835001500780153,0.09800716552434574,-22.457970452486435,1.8634901423725037,-0.34866908222255355,0.3202155628685959,11.047619047619047,8.936381064254883,-0.4142290759873857,0.19471846963494718,3.3956815869834243,0.021281143200589263,51.86313859672202,0.09800716552434574,1.0083439710088096,0.024232523459349082,121.64428000000001,0.3908868173781289,466400.0,37532.8004698705,1.128187716412479,0.002205927448896344,0.9589647171661879,0.16465458341884262
VOPD,base,60,10,"40,41,42,43,44,45,46,47,48,49",7,-5.146169429755382,1.2901933171093327,-0.4665477939779805,0.282769351488859,-10.93896161831221,2.3676904800525445,-1.7194896840917462,0.3485633298505478,4.68481375358166,12.260993525992335,-1.2165270112489768,0.26965597235413474,3.6992993922395403,0.050317539367264026,51.75617141863202,0.282769351488859,0.8791161584230567,0.02337133046033086,87.79683,0.3113817308920583,1461400.0,171163.46962285304,0.7416055853987281,0.002024411262162488,12.383418469998675,4.3960631900575144
